locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4209,0.232066885165,ytfE,iron-sulfur cluster repair protein YtfE,"Cell cycle control, cell division, chromosome partitioning",ytfE,"fnr,narL,narP,nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=G7866
b1797,0.223568218376,yeaR,conserved protein,Inorganic ion transport and metabolism,yeaR-yoaG,"fis,narL,narP,nsrR,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G6983
b2552,0.201828798615,hmp,nitric oxide dioxygenase,Energy production and conversion,hmp,"fnr,fur,metR,nsrR,rpoS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10456
b1796,0.18480380343699998,yoaG,putative protein,Function unknown,yeaR-yoaG,"fis,narL,narP,nsrR,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G6982
b0873,0.155088855381,hcp,nitric oxide reductase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"fnr,narL,narP,nsrR,oxyR,rpoE",https://ecocyc.org/gene?orgid=ECOLI&id=G6457
b2732,0.131429108913,ygbA,putative protein,Function unknown,ygbA,"fnr,nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11287
b1475,0.118769835648,fdnH,"formate dehydrogenase N, &beta; subunit",Energy production and conversion,fdnGHI,"fnr,narL,narP,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG11228
b1474,0.114963798346,fdnG,"formate dehydrogenase N, &alpha; subunit",Energy production and conversion,fdnGHI,"fnr,narL,narP,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG11227
b1476,0.103558623301,fdnI,"formate dehydrogenase N, &gamma; subunit",Energy production and conversion,fdnGHI,"fnr,narL,narP,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG11229
b1224,0.100644634615,narG,"nitrate reductase A, &alpha; subunit",Energy production and conversion,narGHJI,"fis,fnr,ihf,narL,rpoD,rstA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10638
b3471,0.0890781216028,yhhQ,conserved inner membrane protein,Function unknown,yhhQ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12217
b1226,0.08731872476119999,narJ,molybdenum cofactor assembly chaperone subunit (&delta,Energy production and conversion,narGHJI,"fis,fnr,ihf,narL,rpoD,rstA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10641
b1225,0.0868362733716,narH,"nitrate reductase A, &beta; subunit",Energy production and conversion,narGHJI,"fis,fnr,ihf,narL,rpoD,rstA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10639
b0872,0.08535867097519999,hcr,NADH oxidoreductase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"fnr,narL,narP,nsrR,oxyR,rpoE",https://ecocyc.org/gene?orgid=ECOLI&id=G6456
