locus,gene_weight,gene_name,gene_product,COG,operon,regulator,SigB,link
BSU_04400,0.18867455500000002,gsiB,general stress protein,Function unknown,gsiB,"SigI,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04400
BSU_24770,0.171204944,mgsR,transcriptional regulator,Inorganic ion transport and metabolism,mgsR,"SigB,MgsR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24770
BSU_02110,0.160542406,ybyB,unknown,Function unknown,ybyB,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02110
BSU_38430,0.155453812,gspA,general stress protein,Cell wall/membrane/envelope biogenesis,gspA,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38430
BSU_07550,0.155238287,yflT,unknown,Function unknown,"yfmA->yflT, yflT",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07550
BSU_38180,0.14306919999999998,ywzA,unknown,No COG category,ywzA,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38180
BSU_09530,0.13983066600000002,yhdN,"aldo/keto reductase, specific for NADP",Energy production and conversion,yhdN->plsC,"SigB,FapR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09530
BSU_13160,0.13887169100000002,ohrB,unknown,No COG category,"ohrB->ykzN, ohrB",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13160
BSU_36670,0.136779631,csbD,unknown,No COG category,"csbD, ywmF->csbD",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36670
BSU_04370,0.134914412,ydaS,unknown,Function unknown,"ydaS, ydaT->ydaS",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04370
BSU_39050,0.131715884,katE,catalase 2,No COG category,katE->yxiS,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39050
BSU_37210,0.126206084,ywjC,unknown,Function unknown,ywjC,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37210
BSU_09690,0.123384984,nhaX,unknown,Signal transduction,nhaX,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09690
BSU_08570,0.117091631,yfhK,unknown,Signal transduction,yfhK->yfhM,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08570
BSU_39810,0.116459745,csbC,putative sugar-H<sup>+</sup> symporter,No COG category,csbC,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39810
BSU_02590,0.111333498,ycbP,unknown,Function unknown,ycbP,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02590
BSU_04190,0.10736210900000001,ydaD,unknown,Lipid transport and metabolism,"ydaD->ydaE, ydaD->ydaG",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04190
BSU_18510,0.10687845200000001,yoxC,unknown,No COG category,yoxC->yoaA,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18510
BSU_28340,0.105383208,ysnF,unknown,Function unknown,ysnF,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28340
BSU_07850,0.10381662,yfkM,glyoxalase III-like enzyme,Function unknown,yfkM,"SigB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07850
BSU_24760,0.102286916,rsbRD,[[protein|621357D1FB6AC1B0499732EFE226F982B26CE34E]] paralog,Signal transduction,rsbRD,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24760
BSU_12160,0.10127683300000001,yjgC,formate dehydrogenase,Energy production and conversion,yjgC->yjgD,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12160
BSU_10430,0.10039782300000001,yhxD,unknown,Lipid transport and metabolism,yhxD,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10430
BSU_04039,0.09770150200000001,yczO,unknown,No COG category,yczO,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04039
BSU_09390,0.096634096,ygxB,unknown,Cell wall/membrane/envelope biogenesis,ygxB,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09390
BSU_12170,0.09440327500000001,yjgD,unknown,Function unknown,yjgC->yjgD,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12170
BSU_35970,0.09356206700000001,ywsB,unknown,No COG category,ywsB,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35970
BSU_37240,0.09032757100000001,ywiE,minor cardiolipin synthetase,No COG category,ywiE->ywjB,"SigB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37240
BSU_04340,0.08776760700000001,ydaP,putative pyruvate oxidase,Amino acid transport and metabolism,ydaP,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04340
BSU_02830,0.08238672500000001,ycdF,unknown,Lipid transport and metabolism,ycdF->ycdG,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02830
BSU_14660,0.082208152,ykzI,unknown,Function unknown,ykzI,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14660
BSU_02840,0.082069232,ycdG,unknown,Carbohydrate transport and metabolism,ycdF->ycdG,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02840
BSU_07750,0.082053389,yflA,unknown,No COG category,"yflA, yflD->yflA","SigB,Abh,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07750
BSU_11839,0.079672515,yjzE,unknown,Function unknown,yjzE,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11839
BSU_04200,0.079052414,ydaE,lyxose isomerase,Function unknown,"ydaD->ydaE, ydaD->ydaG",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04200
BSU_36720,0.07884825100000001,ywmE,unknown,No COG category,ywmE,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36720
BSU_40529,0.078786042,yyzH,unknown,No COG category,yyzH,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40529
BSU_04220,0.07316523500000001,ydaG,putative pyridoxamine 5'-phosphate oxidase,Function unknown,"ydaF->ydaG, ydaG, ydaD->ydaG",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04220
BSU_33410,0.072488836,yvgO,unknown,Function unknown,yvgO,"SigB,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33410
BSU_24000,0.070030254,bmrU,multidrug resistance protein,Lipid transport and metabolism,bmrU->bmrR,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24000
BSU_33530,0.069986224,iolW,scyllo-inositol dehydrogenase,Function unknown,iolW,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33530
BSU_07920,0.069643219,chaA,calcium export via proton antiporter,Inorganic ion transport and metabolism,chaA->yfkD,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07920
BSU_35830,0.06928345200000001,ywtG,putative glucose transporter,No COG category,ywtG,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35830
BSU_19150,0.069262825,yocB,unknown,Function unknown,yocB,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19150
BSU_38630,0.06778737700000001,katX,catalase (major catalase in spores),No COG category,katX,"SigB,RsfA,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38630
BSU_30700,0.066823162,rpmEB,accessory ribosomal protein,"Translation, ribosomal structure and biogenesis",rpmEB,"SigB,Zur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30700
BSU_02100,0.065732108,cypC,"fatty acid beta-hydroxylating cytochrome P450, protection against paraquat stress","Secondary metabolite biosynthesis, transport, and catabolism",cypC,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02100
BSU_13169,0.064635948,ykzN,unknown,No COG category,ohrB->ykzN,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13169
BSU_24750,0.062668212,yqhB,unknown,No COG category,yqhB,"SigB,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24750
BSU_04380,0.06127439,ydaT,unknown,Function unknown,ydaT->ydaS,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04380
BSU_30650,0.060323867,dps,mini-ferritin,Inorganic ion transport and metabolism,"dps, ytkA->dps",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30650
BSU_13020,0.060043615,ykgA,unknown,Amino acid transport and metabolism,ykgA->ykgB,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13020
BSU_31380,0.059742835,yuzA,unknown,Function unknown,yuzA,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU31380
BSU_18520,0.05755232800000001,yoxB,unknown,Function unknown,yoxC->yoaA,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18520
BSU_39840,0.056962519,yxbG,unknown,Lipid transport and metabolism,yxbG,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39840
BSU_04710,0.056317013000000006,rsbV,anti-anti-[[protein|580011DE5DC40EC9E7E0512791D328FAA010DCB8]],Signal transduction,"rsbR->rsbX, rsbV->rsbX","SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04710
BSU_04430,0.056159073000000004,ydbD,unknown,Inorganic ion transport and metabolism,"dctB->ydbD, ydbD",SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04430
BSU_04720,0.055302673000000004,rsbW,"anti-[SW|sigma factor], protein serine kinase",Nucleotide transport and metabolism,"rsbR->rsbX, rsbV->rsbX","SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04720
BSU_06590,0.054328768000000006,yerD,unknown,Amino acid transport and metabolism,yerD,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06590
BSU_07930,0.053844193000000005,yfkD,unknown,Function unknown,chaA->yfkD,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07930
BSU_30930,0.053696251,ytaB,unknown,Signal transduction,ytaB,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30930
BSU_05790,0.053632826,ydhK,unknown,Cell wall/membrane/envelope biogenesis,ydhK,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05790
BSU_24740,0.053627971,corA,unknown,Inorganic ion transport and metabolism,corA,"SigB,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24740
BSU_40450,0.053567149,yycD,unknown,Function unknown,yycD,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40450
BSU_04730,0.05269196,sigB,[SW|RNA polymerase] [SW|sigma factor] [[protein|580011DE5DC40EC9E7E0512791D328FAA010DCB8]],Transcription,"rsbR->rsbX, rsbV->rsbX","SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04730
BSU_04740,0.051767838000000004,rsbX,"protein serine phosphatase, feedback PP2C",Transcription,"rsbR->rsbX, rsbV->rsbX","SigA,SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04740
BSU_07880,0.051178804,yfkJ,protein tyrosine phosphatase,Signal transduction,yfkJ->yfkH,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07880
BSU_40570,0.047049462,yybO,unknown,No COG category,yybO,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40570
BSU_39040,0.04542932,yxiS,unknown,Function unknown,katE->yxiS,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39040
BSU_07890,0.044913376000000005,yfkI,unknown,Function unknown,yfkJ->yfkH,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07890
BSU_07900,0.04479964,yfkH,unknown,Function unknown,yfkJ->yfkH,"SigA,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07900
BSU_19240,0.042946339,yocK,general stress protein,Signal transduction,yocK,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19240
BSU_09290,0.042111718,glpK,glycerol kinase,Energy production and conversion,glpF->glpK,"ResD,SigA,GlpP,CcpA,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09290
BSU_32100,0.040992002,yumB,unknown,No COG category,yumB,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32100
BSU_27760,0.040820045,csbX,unknown,No COG category,csbX->bofC,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27760
BSU_01830,0.039310973,ndhF,NADH dehydrogenase (subunit 5),Energy production and conversion,ndhF->ybcI,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01830
BSU_00520,0.038717565,ctc,ribosomal protein,"Translation, ribosomal structure and biogenesis","gcaD->ctc, ctc->fin, ctc","SigA,SigB,stringent_response",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00520
BSU_01845,0.038085028,ybcC,unknown,Function unknown,ndhF->ybcI,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01845
BSU_01860,0.037013468,ybcF,unknown,Inorganic ion transport and metabolism,ndhF->ybcI,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01860
BSU_09140,0.036927241,yhcM,unknown,Function unknown,yhcM,"SigB,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09140
BSU_38830,0.036538402000000005,aldY,aldehyde dehydrogenase (NAD),No COG category,aldY,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38830
BSU_08590,0.036501395,yfhM,unknown,Function unknown,yfhK->yfhM,"SigW,SigB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08590
BSU_06660,0.036084153,opuE,proline transporter,No COG category,opuE,"SigB,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06660
BSU_38610,0.036072092,yxzF,unknown,Function unknown,aag->yxzF,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38610
BSU_00170,0.035599256,yaaI,unknown,"Secondary metabolite biosynthesis, transport, and catabolism",yaaI->yaaH,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00170
