locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_01000,0.5278309977,SP5448_01000,transposase,"Replication, recombination and repair",,
SP5448_02315,0.1309145992,SP5448_02315,hypothetical protein,Function unknown,,
SP5448_05580,0.1136690067,SP5448_05580,methyltransferase,"Replication, recombination and repair",CovR,
SP5448_03720,0.1088251605,SP5448_03720,hypothetical protein,Function unknown,"CovR,CovR,Nra_exponetional_M49,Nra_stationary_M49,Phage_2",
SP5448_04635,0.10740126650000001,SP5448_04635,hypothetical protein,Function unknown,Phage_3,
SP5448_02540,0.0974736689,SP5448_02540,PTS galactose transporter subunit IIA,Carbohydrate transport and metabolism,"CcpA,CcpA_core_M1,CovR,Mga,LacD.1_M14,Nra_exponetional_M49",
SP5448_08650,0.09413715,thiF,hypothetical protein,Coenzyme transport and metabolism,"CovR,CovR",
SP5448_03530,0.0932442166,SP5448_03530,excisionase,Function unknown,Phage_2,
SP5448_00685,0.09267729420000001,ssb_2,single-stranded DNA-binding protein,"Replication, recombination and repair",FasX_60min_M1,
SP5448_05390,0.0908571178,radC,hypothetical protein,Amino acid transport and metabolism,"CovR,Rgg",
SP5448_00930,0.0869555684,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase,Carbohydrate transport and metabolism,"CcpA,SgaR,CcpA_core_M1,CovR,Rgg,Rgg,RivR_M1,CovR",
