locus,gene_weight,gene_name,gene_product,cog,regulator,Phage_2,link
SP5448_03740,0.7434247569,SP5448_03740,membrane protein,Function unknown,,False,
SP5448_03695,0.1657594867,SP5448_03695,hypothetical protein,Function unknown,Phage_2,True,
SP5448_06230,0.1348845182,SP5448_06230,transposase,"Replication, recombination and repair",,False,
SP5448_07375,0.1022085793,SP5448_07375,dihydroxyacetone kinase,Function unknown,,False,
SP5448_03700,0.0974641091,SP5448_03700,hypothetical protein,Function unknown,"CovR,CovR,Phage_2",True,
SP5448_07280,0.0949093265,SP5448_07280,Cro/Cl family transcriptional regulator,Transcription,Nra_transition_M49,False,
SP5448_08220,0.0839887091,sigH,competence protein ComX,Transcription,Mga,False,
SP5448_03725,0.0783655075,SP5448_03725,hypothetical protein,Function unknown,Phage_2,True,
SP5448_03710,0.0766837101,SP5448_03710,hypothetical protein,Function unknown,"CovR,Irr_LE_M6,Phage_2",True,
SP5448_04265,0.07542239490000001,SP5448_04265,transposase,Function unknown,,False,
SP5448_03550,0.0639877292,SP5448_03550,hypothetical protein,Function unknown,Phage_2,True,
SP5448_00760,0.0602087757,atoE,short-chain fatty acid transporter,Lipid transport and metabolism,"CcpA,CcpA_core_M1,CovR,Irr_LE_M6",False,
SP5448_07565,0.0598835417,SP5448_07565,hypothetical protein,Function unknown,,False,
SP5448_03540,0.0589972696,SP5448_03540,replication protein,Function unknown,,False,
SP5448_03670,0.0589125265,SP5448_03670,hypothetical protein,Function unknown,"RivR_M1,Irr_LE_M6,Phage_2",True,
SP5448_00630,-0.0602505699,comGF,competence protein ComGF,"Intracellular trafficking, secretion, and vesicular transport","Mga,FasX_60min_M1",False,
SP5448_03565,-0.0639669491,SP5448_03565,hypothetical protein,Function unknown,"Nra_exponetional_M49,Nra_stationary_M49,Irr_EE_M6,Phage_2",True,
SP5448_03665,-0.0666875349,SP5448_03665,hypothetical protein,Function unknown,"CovR,CovR,Phage_2",True,
SP5448_08695,-0.06683156380000001,SP5448_08695,exfoliative toxin,Function unknown,,False,
SP5448_01105,-0.0824631432,SP5448_01105,exfoliative toxin,Function unknown,"Rgg,Nra_transition_M49,Irr_LE_M6",False,
SP5448_01010,-0.0835652642,SP5448_01010,transposase,"Replication, recombination and repair",,False,
SP5448_07270,-0.092925009,SP5448_07270,hypothetical protein,Function unknown,CovR,False,
SP5448_03685,-0.0947414543,SP5448_03685,hypothetical protein,Function unknown,Phage_2,True,
