,A,GalS,GalR,Crp
ros_tale__16_32_750pq__2,-1.0226423028,0.767851613,-0.0207287585,1.045357503
ros_tale__17_104_0pq__1,-3.6667161751,0.8770257730000001,0.1287709235,1.6003325529999999
ros_tale__17_104_0pq__2,-4.1963074115,0.142984993,-0.0232871155,1.598090103
ros_tale__17_104_250pq__1,-4.6736029579,0.9439489560000001,0.2877915415,0.982030343
ros_tale__17_104_250pq__2,-5.8426693324,0.35025434800000005,0.44266169450000004,1.277154773
ros_tale__17_104_250pq__3,-5.8788643555,0.46079841400000005,0.5081912035,1.232406513
ros_tale__17_104_250pq__4,-5.0555117058,1.035468825,0.5908716175000001,0.6953416530000001
ros_tale__17_104_750pq__1,-3.7364823235999998,1.35638479,0.2888809745,1.004531303
ros_tale__17_104_750pq__2,-4.5186953645,1.004346378,0.0496975235,0.830057743
ros_tale__18_24_250pq__1,-2.2537390132,-1.114996378,-0.0559226415,0.46653734300000005
ros_tale__18_24_250pq__2,-1.5330563215000002,-0.8383939410000001,-0.1405803475,0.224964563
ros_tale__18_36_0pq__1,-4.3531506669,0.42792768200000003,0.8675216575,1.323272493
ros_tale__18_36_0pq__2,-4.9701709398,0.36381554,0.7960847045,1.432955703
ros_tale__18_36_0pq__3,1.5749631819,0.08200777100000001,-0.3921593055,0.225153443
ros_tale__18_36_0pq__4,1.3067779999,-0.200502763,-0.2690195105,0.48006017300000003
ros_tale__18_36_250pq__1,-0.6368649718,-0.42128134100000003,-0.2952948455,0.43674846300000003
ros_tale__18_36_250pq__2,0.012902354500000001,-0.285029182,-0.46320987950000003,0.46680216300000005
ros_tale__18_36_750pq__1,-4.8182572811,1.28498884,0.7830396445000001,0.390658013
ros_tale__18_36_750pq__2,-5.6854831405,0.9995235280000001,0.9110184355000001,0.545242793
ros_tale__19_91_0pq__1,-6.9065506361,-0.8976489590000001,0.2190270525,0.982287223
ros_tale__19_91_0pq__2,-7.4427873992,-0.8057843,0.28192308050000003,0.887445543
ros_tale__19_91_250pq__1,-7.0824950086,-0.973345086,0.3640467605,0.5704754430000001
ros_tale__19_91_250pq__2,-6.6982628827,-0.25262568700000004,0.7834321475,0.592155203
ros_tale__19_91_750pq__1,-5.9920934161,0.26837519800000004,0.2224145375,0.307201803
ros_tale__19_91_750pq__2,-5.2767045641,0.319932443,0.4667971685,0.42239436300000005
ros_tale__19_91_750pq__3,-6.3402447014,0.192997985,1.1835145965,0.6522730330000001
ros_tale__19_91_750pq__4,-5.475938264,-0.08961711800000001,1.3536183415,0.25258847300000004
ros_tale__21_97_0pq__1,-1.2499255819,2.751285882,-0.4812262825,-0.387833971
ros_tale__21_97_0pq__2,1.033490311,2.183340003,-0.5220137895,-0.184451325
ros_tale__21_97_250pq__1,0.9450525209,2.074686072,-0.7235433785000001,0.006036631000000001
ros_tale__21_97_250pq__2,3.0184147365,1.9963806530000001,-0.8672404155000001,0.018638846
ros_tale__21_97_750pq__1,-0.6211639797,2.258768716,-0.2904172155,0.231216303
ros_tale__21_97_750pq__2,2.8606533333,1.98966368,-0.8528619975,-0.144563632
ros_tale__25_111_0pq__1,0.7841089436,3.194449841,0.039729982500000004,0.079864026
ros_tale__25_111_0pq__2,-4.5844825551,2.435445686,0.7698132905,0.7592634930000001
ros_tale__25_111_250pq__1,1.0795444055,2.872009992,0.017604836500000002,0.17330999300000002
ros_tale__25_111_250pq__2,-4.7243155266,2.152649883,0.3032922315,0.429255013
ros_tale__25_111_750pq__1,-4.1190568821,2.553815638,0.4522178345,0.557660793
ros_tale__25_111_750pq__2,-5.5221163578,2.366774006,0.3394236135,0.305956793
ros_tale__29_119_0pq__1,-5.2761799053,2.143423675,0.9740679455000001,0.860010453
ros_tale__29_119_0pq__2,-4.8852163261,1.487839589,0.9709408845,0.9657211630000001
ros_tale__29_119_250pq__1,-4.8747491404000005,1.605708375,0.9612209525000001,0.8571940530000001
ros_tale__29_119_250pq__2,-4.8358630909,2.129641732,1.2330607075,0.8164901330000001
ros_tale__29_119_750pq__1,-4.7652718036,1.875461504,0.9962216845,1.026877023
ros_tale__29_119_750pq__2,-4.1791781898,1.7837425580000001,0.8486324515,0.8530044830000001
ros_tale__ALE4_0pq__1,0.3737786194,-0.148489211,-0.15906934550000001,0.329227253
ros_tale__ALE4_0pq__2,0.2361525652,-0.175772544,-0.1297358605,0.307710333
ros_tale__ALE4_250pq__1,-5.3861387633,-0.612800813,0.8504380945000001,1.452259763
ros_tale__ALE4_250pq__2,-5.415954811,-0.7141564450000001,0.8941852395000001,1.438498573
pcoli__atASMT_325G__1,0.4782632927,0.31357779700000005,-0.014704370500000001,0.39244801300000004
pcoli__atASMT_325G__2,0.35032145610000004,0.14490455500000002,0.0525217885,0.38625268300000004
pcoli__bpTDC__1,1.6874550582999999,1.14588797,0.43526339750000004,0.406975843
pcoli__bpTDC__2,1.6715818321,1.169185926,0.4133770285,0.42339976300000004
pcoli__BRCA__1,1.3684576458,0.224204057,-0.0210910715,0.19224848300000003
pcoli__BRCA__2,1.5325099753,0.258301703,0.1550576185,0.130605479
pcoli__BRCActrl__1,0.6835279911000001,3.017149042,0.6237063615,0.529755863
pcoli__BRCActrl__2,0.32625125190000004,3.042211253,0.7164674085,0.603931893
pcoli__BRCAswap__1,0.110719776,0.07164418900000001,0.2724122185,0.502758963
pcoli__BRCAswap__2,-0.2718051788,0.17486401000000001,0.32115737250000004,0.5975511530000001
pcoli__btAANAT__1,1.0091047164,0.653747457,-0.0088188985,0.44156927300000004
pcoli__btAANAT__2,0.3757354121,0.6957321710000001,0.053017508500000005,0.593116823
pcoli__btASMT__1,0.9186969191000001,0.301229895,-0.0646952645,0.526768513
pcoli__btASMT__2,0.7735257052000001,0.274439354,0.0436154965,0.43985790300000005
pcoli__CC1__1,-1.0084323789,0.41356367,0.1828325215,0.525016043
pcoli__CC1__2,-2.0943239338,0.371317479,-0.0682727595,0.7535511330000001
pcoli__ccCOMT__1,0.5228839860000001,0.279928389,0.050717107500000004,0.324298403
pcoli__ccCOMT__2,0.4074155235,0.47596773000000003,-0.0044237595,0.324672993
pcoli__ckDDC__1,-0.0901847571,1.7528476510000002,0.21801106750000002,0.44124815300000003
pcoli__ckDDC__2,-0.6816137351,2.362969775,0.2648617685,0.327799773
pcoli__CNTF_belt__1,-0.5926964989,0.278065402,-0.0184645445,0.45389948300000005
pcoli__CNTF_belt__2,-0.5911049959,0.40755276900000004,-0.0524887095,0.769870103
pcoli__cobPNMT__1,-0.1165791962,0.209833402,0.0695093085,0.319938133
pcoli__cobPNMT__2,0.1480983561,0.429734155,-0.07246248150000001,0.31512674300000004
pcoli__cvPhhB__1,0.0684304928,0.323958389,0.0043971995,0.310797363
pcoli__cvPhhB__2,0.012768017100000001,0.9375153580000001,0.0748357495,0.447846893
pcoli__ggAANAT__1,1.2846077958,0.6035865570000001,-0.21469182850000001,0.307534513
pcoli__ggAANAT__2,1.6901194875,0.5655197510000001,-0.0074437035,0.222644383
pcoli__ggTPH__1,0.7147864820000001,0.45625288,-0.0902558005,0.341263333
pcoli__ggTPH__2,1.1663688719,0.598937259,0.1336277205,0.27857460300000003
pcoli__hsAANAT__1,-4.9931549602,0.6646332580000001,0.5347631225,0.729185823
pcoli__hsAANAT__2,-4.8083398438,0.330795826,0.3319428165,0.851554463
pcoli__hsASMT__1,1.5268419259,0.75623298,0.3721406765,0.358384973
pcoli__hsASMT__2,1.6587157005000002,1.076268021,0.36832687550000004,0.436830013
pcoli__hsPNMT_mb__1,-0.7501357887,0.024939637,-0.0336563875,0.303904393
pcoli__hsPNMT_mb__2,-1.0062009916,-0.09684047700000001,0.0117361235,0.315796993
pcoli__hsTPH__1,1.2694963144,0.5259135770000001,-0.09476237450000001,0.05462642
pcoli__hsTPH__2,1.3295166014,1.410913183,0.0172077095,0.23617991300000002
pcoli__hsTPH_E2K__1,-0.6383540777000001,1.010459354,0.1350543135,0.708976563
pcoli__hsTPH_E2K__2,-1.0088313923,1.01102033,0.49663153250000003,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,1.016311079,0.5546394450000001,-0.2075038885,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,1.4354778518,0.175767205,0.1460558305,0.048706611000000004
pcoli__hsTPH_N158trunc__1,-0.4664064257,1.658407666,0.8177679205,0.450496543
pcoli__hsTPH_N158trunc__2,-0.423238163,1.8973402890000002,0.8560901545,0.38589769300000004
pcoli__hsTPH_N174trunc__1,0.2186307263,0.737830898,0.10694012750000001,0.383639033
pcoli__hsTPH_N174trunc__2,0.17382468210000002,1.562987386,0.2722505545,0.653379393
pcoli__hsTPH_Ntermtrunc__1,-1.1259410554,2.684408052,1.1271611305,0.507616873
pcoli__hsTPH_Ntermtrunc__2,-2.2887293337,0.104998166,0.46149313150000004,0.580596903
pcoli__hsTPH1__1,0.2786878941,0.300487394,0.0296106655,0.525567793
pcoli__hsTPH1__2,0.2907716714,0.351983137,0.10446743650000001,0.541530923
pcoli__MBP__1,-1.4936042612,0.40092906,0.15825975450000002,-0.3459771
pcoli__MBP__2,-1.4984418957,1.708030957,0.2806736885,0.026489270000000002
pcoli__msCOMT__1,1.40923257,0.54543653,0.4116735355,-0.10757295
pcoli__msCOMT__2,1.1076412749,0.520850272,0.1689278485,-0.092380891
pcoli__ocAANAT__1,1.0812676223,0.70622136,-0.1751668055,0.31963151300000003
pcoli__ocAANAT__2,1.0559693882,0.387909695,-0.0563483335,0.29391968300000004
pcoli__osTDC_K374H__1,-2.5039522104,-0.021057346,0.5100511505,0.686319663
pcoli__osTDC_K374H__2,-3.367767781,-0.640058703,0.5234164485,0.6933763230000001
pcoli__osTDC_K374L__1,0.0700994139,1.076248239,0.4190428075,-0.030107003
pcoli__osTDC_K374L__2,0.1036339785,0.870158854,0.37619717950000003,0.15281107300000002
pcoli__osTDC_K374Q__1,0.4386606637,0.40311309900000003,0.13156534450000001,0.448557103
pcoli__osTDC_K374Q__2,0.24298724600000002,0.39293096200000005,0.2219194375,0.464314863
pcoli__osTDC_L360V__1,0.8317176904,0.7716483850000001,-0.0202613265,0.296624173
pcoli__osTDC_L360V__2,0.5231371954,1.133414616,0.2668140055,0.38201686300000004
pcoli__pmTPH__1,2.0692213927,0.8618942340000001,-0.18278716450000002,-0.100263604
pcoli__pmTPH__2,1.7785770724,1.608122908,0.1519966985,0.082263955
pcoli__RFC__1,0.9687807958,0.448473844,-0.1044937715,0.068137152
pcoli__RFC__2,0.9078471415,0.350992848,-0.18489732450000002,0.008882816
pcoli__RFCctrl__1,-4.6781734247,0.008525012,0.4235935545,0.452268993
pcoli__RFCctrl__2,-5.3808586714,-0.22988581,0.5913797755,0.516558493
pcoli__RFCnopause__1,-4.7817684688,0.30684035,0.5566327745,0.670868723
pcoli__RFCnopause__2,-5.359644502,0.44460222,0.6406953775,0.6748039730000001
pcoli__RFCpluspause__1,-2.5839735081,3.075851964,0.9058972805000001,0.764061093
pcoli__RFCpluspause__2,-1.9416129930000001,3.575360682,1.0833451145,0.521421413
pcoli__rnCOMT_sol__1,-4.0185929463,0.17362565800000002,0.4723802965,0.8270174130000001
pcoli__rnCOMT_sol__2,-3.7070980005000003,-0.16600735600000002,0.5406012305,0.6395325230000001
pcoli__rnPNMT__1,1.2566230623,1.5333879860000001,0.12226305350000001,0.16358693300000002
pcoli__rnPNMT__2,1.3057369285,1.863286626,0.5001457765,0.07451194300000001
pcoli__rnTDC__1,1.5610397580000002,0.39325735100000003,0.3115691775,0.087983618
pcoli__rnTDC__2,1.3253122815,0.5183023800000001,0.1505977815,0.171146073
pcoli__rnTDC_trunc__1,-0.2315797535,0.846956774,0.20641533350000002,0.30755714300000003
pcoli__rnTDC_trunc__2,-0.325766963,1.87810633,0.4355210015,0.43504015300000004
pcoli__saCOMT_T2A__1,0.2859271284,0.17076280100000002,0.0777817415,0.333583893
pcoli__saCOMT_T2A__2,0.1175162737,0.041982826,-0.0913033535,0.403870763
pcoli__sfCOMT__1,1.4004634379,0.44494768500000004,-0.3397541505,0.157244413
pcoli__sfCOMT__2,1.3321063411,0.327904841,-0.1037357245,0.06503750800000001
pcoli__sgAANAT_D63G__1,1.5164416833,0.703269396,-0.0682440445,0.18900217300000002
pcoli__sgAANAT_D63G__2,0.9204978482,0.837495058,-0.3630801745,0.430522603
pcoli__ssDDC__1,1.2512580415,0.763641392,0.2684011405,0.20759201300000002
pcoli__ssDDC__2,1.1639200741,1.094490904,0.4075876205,0.325140303
pcoli__TP53B__1,-0.040986797900000004,0.372338851,0.0695473385,0.423739103
pcoli__TP53B__2,-0.1832350857,0.288054156,0.12247951550000001,0.44374538300000005
pcoli__WT__1,-3.8600060319000002,0.727748135,1.1492285955,0.547181673
pcoli__WT__2,-3.1936736909,1.05358776,1.2025560595,0.433431683
cck__glu_ale4__1,-0.8961110718,-0.072550365,0.3004236285,0.10431546100000001
cck__glu_ale4__2,-0.1677559627,-0.089245999,-0.1130163255,0.212229043
cck__cck_ale1__1,-0.3795626534,-0.38063703800000004,-0.1082612355,0.14875797300000002
cck__cck_ale1__2,-0.3148654131,-0.354964437,-0.1148745775,0.21173196300000002
cck__cck_ale2__1,0.2414622244,-0.07520848200000001,-0.19086010450000002,0.24320085300000002
cck__cck_ale2__2,0.2616962792,0.159401031,-0.0696744095,0.21966280300000002
cck_pgi__gmos_delpgi__1,1.4597622001000001,1.663991153,0.4254028395,0.6099491930000001
cck_pgi__gmos_delpgi__2,2.631454645,1.534902457,0.5910299685,0.5151660730000001
cck_pgi__pgi_ale1__1,3.2792324157,1.236175211,0.6164846885,0.087196909
cck_pgi__pgi_ale1__2,3.5131802160000003,0.84938217,-0.1857133515,0.47036157300000003
cck_pgi__pgi_ale2__1,2.6270744919,0.769406975,0.0142810565,0.645027843
cck_pgi__pgi_ale3__1,3.3407602112,0.13226453100000002,-0.0883165655,0.257702043
cck_pgi__pgi_ale3__2,3.1907682353,0.8829485420000001,-0.2435768395,0.527121343
cck_pgi__pgi_ale4__1,0.7074871275,-0.249440502,0.26724935250000004,0.02567041
cck_pgi__pgi_ale4__2,1.573946112,-0.056730237,-0.27252742350000003,0.149264913
cck_pgi__pgi_ale4__3,1.1138090917,-0.26055963800000004,-0.0779660165,0.23104943300000003
cck_pgi__pgi_ale5__1,4.8275576221000005,1.069381384,0.0720524795,0.264446703
cck_pgi__pgi_ale5__2,5.6681500141,0.8177425260000001,-0.2572123785,0.491011093
cck_pgi__pgi_ale6__1,3.9127184277,0.723273936,0.2936681485,0.40659345300000005
cck_pgi__pgi_ale6__2,4.8120611377,0.919290119,0.0842444495,0.629358233
cck_pgi__pgi_ale7__1,3.6484032663,0.6124680880000001,0.2855703475,0.41980537300000004
cck_pgi__pgi_ale7__2,4.2746797343,0.7313120160000001,-0.1377520105,0.725253033
cck_pgi__pgi_ale8__1,2.7687182068,0.156166195,0.0846092335,0.29002768300000004
cck_pgi__pgi_ale8__2,3.9179019716,0.329656065,0.0328847585,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,-9.7808598342,-0.09790394200000001,0.6029106405,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,-10.2129237427,-0.157420986,1.0015291005,0.829896053
cck_sdh__sdh_ale1__1,-2.1243002959,-0.077051379,0.3711909805,0.544071473
cck_sdh__sdh_ale1__2,-2.1306938879,-0.007625303000000001,0.2540982425,0.5592394930000001
cck_sdh__sdh_ale2__1,-1.5814784577,-0.40086194700000005,0.2261902335,0.47991167300000004
cck_sdh__sdh_ale3__1,-1.7855518929,-0.079520701,0.0777427025,0.556417913
cck_sdh__sdh_ale3__2,-0.6096979896,0.130678849,-0.0623544045,0.493899293
cck_sdh__sdh_ale3__3,-0.7218165313,-0.012896614,0.1307446895,0.485328093
cck_pts__gmos_delptsHIcrr__1,-1.1143020224,-0.3039649,0.6200842235,0.464496883
cck_pts__gmos_delptsHIcrr__2,-1.3507852325,-0.8948192020000001,0.7974857625,0.649161093
cck_pts__pts_ale1__1,-6.076921115,-0.537887988,0.2123408105,0.32947587300000003
cck_pts__pts_ale1__2,-5.5200695107,0.0009137390000000001,0.0820184295,0.296778353
cck_pts__pts_ale2__1,-0.2446001221,-0.46161115500000005,-0.0676271525,0.201890953
cck_pts__pts_ale2__2,-0.29851741660000003,-0.59750951,-0.0564366475,0.275129713
cck_pts__pts_ale3__1,-5.7434582458,-0.5242022470000001,-0.47168110950000003,-0.445342181
cck_pts__pts_ale3__2,-5.8530368070000005,-0.738685597,-0.5179572655,-0.14552193800000002
cck_pts__pts_ale4__1,1.5939401437,-0.051160436000000004,0.44035747950000004,0.420678743
cck_pts__pts_ale4__2,1.2583660474,-0.021154695,0.4596610775,0.387503033
cck_gnd__gmos_delgnd__1,-9.8626723736,-0.039250849000000004,0.48609288650000004,0.515541103
cck_gnd__gmos_delgnd__2,-10.4015634083,0.041075661,0.6437648915,0.419079603
cck_gnd__gnd_ale1__1,-0.2196230932,0.06978453100000001,-0.2591529745,0.113228532
cck_gnd__gnd_ale1__2,-0.7727282361000001,-0.008843713000000001,-0.1658203435,0.145492598
cck_gnd__gnd_ale2__1,-0.9259611635,-0.37435097900000003,-0.2544011285,0.057324061
cck_gnd__gnd_ale2__2,-0.2618372471,-0.432860632,-0.0964099025,0.051602317
cck_gnd__gnd_ale3__1,-0.9306001070000001,-0.184648259,-0.2416135205,0.047017895000000004
cck_gnd__gnd_ale3__2,-0.8698928723,-0.18376263,-0.4792072335,0.07806117700000001
cck_tpiA__gmos_deltpiA__1,5.5598777743,2.247977736,0.1575352825,0.554945433
cck_tpiA__gmos_deltpiA__2,5.028187426,2.390661815,0.1743615145,0.648474443
cck_tpiA__tpiA_ale1__1,3.7628455021000002,1.6441266790000002,0.5021813195,0.5753141230000001
cck_tpiA__tpiA_ale1__2,3.9662778188,1.7187313610000001,0.5864729435,0.5862271530000001
cck_tpiA__tpiA_ale2__1,5.2129319594,1.52837295,0.2291748975,0.693161793
cck_tpiA__tpiA_ale2__2,5.4674012462,1.842050503,0.0507273435,0.48257620300000004
cck_tpiA__tpiA_ale3__1,3.2716886008,1.682333207,0.43401689250000003,0.44486670300000003
cck_tpiA__tpiA_ale3__2,3.4443685666,1.809191764,0.5864689555,0.424267453
cck_tpiA__tpiA_ale4__1,3.454543404,1.878692831,-0.1039016415,0.227203863
cck_tpiA__tpiA_ale4__2,3.5250991616,2.255283745,0.0922384425,0.196128253
acid_tale__acid_ale1_pH7__1,-0.11138321250000001,-0.14015655100000002,-0.32671765950000003,0.152688973
acid_tale__acid_ale1_pH7__2,-0.1005874689,0.12429263400000001,-0.3347150485,0.12606668000000001
acid_tale__acid_ale1_pH5__1,-7.7713805937,0.108823689,0.4473739975,0.7941495230000001
acid_tale__acid_ale1_pH5__2,-8.0564880223,-0.00260335,0.5711284815000001,0.815270033
acid_tale__acid_ale2_pH7__1,1.3435826361,1.202477654,-0.2917379095,0.338840073
acid_tale__acid_ale2_pH7__2,1.2240471711,1.17711755,-0.4340642885,0.323054463
acid_tale__acid_ale2_pH5__1,-0.1799685241,1.411520402,-0.0730987555,0.432644723
acid_tale__acid_ale2_pH5__2,-3.0378568337,0.933871686,0.0058978845000000005,0.485480993
acid_tale__low_Mg_ale_pH7__1,-0.5997028196,0.623774821,-0.11718184050000001,0.300746703
acid_tale__low_Mg_ale_pH7__2,-1.0988133701,0.28724528600000004,-0.0719994145,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,-0.8290445837,1.165166526,0.1785734555,0.608588733
acid_tale__low_Mg_ale_pH5__2,-1.268901032,0.9580774460000001,0.1801549995,0.557231563
acid_tale__MES_ale_pH7__1,1.2557347419,-0.077417924,-0.27474320350000003,0.430531873
acid_tale__MES_ale_pH7__2,0.8694387071,-0.040413943,-0.1383776745,0.47473322300000004
acid_tale__MES_ale_pH5__1,-2.4660945771,0.30068251500000004,-0.0528286545,0.475017483
acid_tale__MES_ale_pH5__2,-5.7209377249,0.42468559600000005,0.2625581865,0.709374983
acid_tale__gmos_pH7__1,-0.08030660690000001,-0.096634412,-0.4114750225,0.42960406300000004
acid_tale__gmos_pH7__2,0.1122289466,0.018180196000000003,-0.2701352245,0.444629313
acid_tale__gmos_pH5__1,-1.795466388,0.44889977400000003,0.07224783750000001,0.650228023
acid_tale__gmos_pH5__2,-1.3739700153,0.330059696,0.11434762650000001,0.7174304530000001
adnB__wt_adn__1,-1.6569268730000002,-0.044539266,-0.1103306265,-0.41595584700000005
adnB__wt_adn__2,-1.2149832431,-0.08502272100000001,0.1548053175,0.229595813
adnB__delydhB_adn__1,-1.7876534091,-0.122358614,-0.4197583295,-0.53031891
adnB__delydhB_adn__2,-2.1951063255,-0.570403141,-0.0933318545,-0.264506101
ytf2__wt_glc__1,-0.8845078538000001,-0.15415942500000002,0.3852277295,0.207994233
ytf2__wt_glc__2,-1.055956626,-0.36878047900000005,0.0964847945,0.253845453
ytf2__ybcM_glc__1,-1.7496036739,-0.466183273,0.17382869450000002,0.49687887300000005
ytf2__ybcM_glc__2,-2.386199864,-0.25329512,0.3588059675,0.5496294230000001
ytf2__ydhB_glc__1,-2.5013141962,-0.771843703,0.1078045745,0.326151603
ytf2__ydhB_glc__2,-2.2204842599,-0.7409899640000001,0.058228325500000004,0.395503043
ytf2__yfeC_glc__1,-1.9476074852,-0.201035336,-0.0097053865,0.20829614300000002
ytf2__yfeC_glc__2,-1.9305502233,-0.7397282770000001,-0.0693619395,0.37606821300000004
ytf2__yciT_glc__1,-0.2660539604,-0.15142323400000002,0.0103463505,0.459934233
ytf2__yciT_glc__2,0.1009292433,-0.192957757,-0.1209572445,0.517486403
ytf2__ydiZ_glc__1,1.5020705472,-0.22738228600000002,0.0107658775,0.28184425300000004
ytf2__ydiZ_glc__2,1.5255561260000001,0.187950796,-0.0660772495,0.281401713
ytf2__ynfL_glc__1,-0.38032590120000004,-0.133615498,0.2210112425,0.510756223
ytf2__ynfL_glc__2,-0.13102356410000002,-0.26946697000000003,0.2908925645,0.523190413
misc2__dellon_glc__1,-6.3833641297,-0.705507202,0.8577931015,0.48724811300000004
misc2__dellon_glc__2,-7.4852947778,-0.687185374,1.4461344955,0.21544195300000002
ytf3__wt_glc2__1,0.6202383374,-0.456774646,0.18100146150000002,0.456262873
ytf3__wt_glc2__2,0.9147741336,-0.171236556,0.2188383255,0.5116651830000001
ytf3__wt_pH7_lactate__1,0.39505721120000004,-0.5895211020000001,-0.1276157545,0.560872303
ytf3__wt_pH7_lactate__2,0.1381035206,-0.588420791,0.0356012865,0.553273863
ytf3__wt_pH55_lactate__1,-1.7413037706,-0.54249934,0.2548088035,0.778064203
ytf3__wt_pH55_lactate__2,-1.3466023575000001,-0.5542285060000001,0.2757074525,0.7423117130000001
ytf3__wt_pH55_HCl__1,-0.9937080697,-0.50171044,0.5613692705000001,0.615049543
ytf3__wt_pH55_HCl__2,-1.0123003686,-0.29123043200000004,0.4190186045,0.6014201330000001
ytf3__dyieP_pH7__1,1.0668007025,-0.330738812,0.1676102945,0.47916943300000003
ytf3__dyieP_pH7__2,0.9219821505,-0.161221987,0.09081586650000001,0.424966693
ytf3__dyieP_pH55__1,0.5838757287,-0.414209539,-0.0448730035,0.439007113
ytf3__dyieP_pH55__2,0.6490482585,-0.361186019,-0.0460315265,0.623551333
