locus,gene_weight,gene_name,gene_product,COG,operon,regulator,ArsR,CsoR,YodB,SigA,CtsR,link
BSU_13700,0.127090656,clpE,"AAA unfoldase, ATPase subunit of the [[protein|8C5B14FE5E03427F9A598C75D4081FA0D6696299]]-[[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]] protease","Post-translational modification, protein turnover, and chaperones",clpE,"SigA,CtsR",False,False,False,True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13700
BSU_25790,0.116144279,arsB,arsenite exporter,Inorganic ion transport and metabolism,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25790
BSU_25780,0.11453316200000001,arsC,arsenate reductase,Signal transduction,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25780
BSU_25810,0.113199795,arsR,transcription repressor ([SW|ArsR family]),Transcription,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25810
BSU_25800,0.107018161,yqcK,unknown,Amino acid transport and metabolism,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25800
BSU_10170,0.10207492,fabHB,beta-ketoacyl-acyl carrier protein synthase III,Lipid transport and metabolism,fabHB,FapR,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10170
BSU_08230,0.089977024,catD,unknown,Function unknown,catD->catE,"SigA,CatR,YodB,Fur",False,False,True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08230
BSU_40540,0.08988079900000001,hypR,[SW|MarR family|MarR/DUF24 family] transcription regulator HypR,No COG category,hypR,HypR,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40540
BSU_33500,0.08774978700000001,copA,copper transporting ATPase,Inorganic ion transport and metabolism,"csoR->copA, copZ->copA","SigA,CsoR",False,True,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33500
BSU_08240,0.08465473,catE,"catechol 2,3-dioxygenase",Function unknown,catD->catE,"SigA,CatR,YodB,Fur",False,False,True,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08240
BSU_05670,0.083432853,ydgJ,unknown,Transcription,ydgJ->ydgI,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05670
BSU_05660,0.075967217,ydgI,unknown,Energy production and conversion,ydgJ->ydgI,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05660
BSU_33510,0.07497746400000001,copZ,"copper transport protein, metallochaperone",Inorganic ion transport and metabolism,"csoR->copA, copZ->copA","SigA,CsoR",False,True,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33510
BSU_13760,0.074447513,ykvN,[SW|MarR family|MarR/DUF24 family] transcription regulator,Transcription,ykvN,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13760
BSU_19230,0.07428483200000001,azoR1,azoreductase,Lipid transport and metabolism,azoR1,YodB,False,False,True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19230
BSU_02970,0.07314224,yceK,unknown,Transcription,yceK,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02970
BSU_36620,0.072989154,ywnB,unknown,Function unknown,ywnA->ywnB,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36620
BSU_03990,0.06829644900000001,mtlD,mannitol-1-phosphate 5-dehydrogenase,Carbohydrate transport and metabolism,mtlA->mtlD,"MtlR,SigA",False,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03990
BSU_05290,0.06803804100000001,ydeP,[SW|MarR family|MarR/DUF24 family] transcription regulator,Transcription,ydeP,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05290
BSU_33980,0.065461577,yvbT,unknown,No COG category,yvbT,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33980
BSU_03470,0.065014529,hxlR,[SW|MarR family|MarR/DUF24 family] transcription activator,Transcription,hxlR,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03470
