locus,gene_weight,gene_name,gene_product,COG,operon,regulator,SigA,CtsR,CsoR,ArsR,YodB,link
BSU13700,0.127090656,clpE,"AAA unfoldase, ATPase subunit of the [[protein|8C5B14FE5E03427F9A598C75D4081FA0D6696299]]-[[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]] protease","Post-translational modification, protein turnover, and chaperones",clpE,"SigA,CtsR",True,True,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13700
BSU25790,0.116144279,arsB,arsenite exporter,Inorganic ion transport and metabolism,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25790
new_1437728_1437978_c,0.11535968199999999,S492,5'UTR of clpE,No COG category,,"SigA,CtsR",True,True,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1437728_1437978_c
BSU25780,0.114533162,arsC,arsenate reductase,Signal transduction,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25780
BSU25810,0.113199795,arsR,transcription repressor ([SW|ArsR family]),Transcription,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25810
new_3443530_3443612_c,0.110819758,S1283,intergenic region,No COG category,,"SigA,CsoR",True,False,True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3443530_3443612_c
BSU25800,0.107018161,yqcK,unknown,Amino acid transport and metabolism,arsR->arsC,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25800
BSU10170,0.10207492,fabHB,beta-ketoacyl-acyl carrier protein synthase III,Lipid transport and metabolism,fabHB,FapR,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10170
new_211769_211858,0.09878665699999999,S76,intergenic region,No COG category,,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_211769_211858
BSU08230,0.089977024,catD,unknown,Function unknown,catD->catE,"SigA,CatR,YodB,Fur",True,False,False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08230
BSU40540,0.089880799,hypR,[SW|MarR family|MarR/DUF24 family] transcription regulator HypR,No COG category,hypR,HypR,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40540
BSU33500,0.087749787,copA,copper transporting ATPase,Inorganic ion transport and metabolism,"csoR->copA, copZ->copA","SigA,CsoR",True,False,True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33500
new_490527_490638_c,0.085115691,S144,independent transcript,No COG category,,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_490527_490638_c
BSU08240,0.08465473,catE,"catechol 2,3-dioxygenase",Function unknown,catD->catE,"SigA,CatR,YodB,Fur",True,False,False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08240
BSU05670,0.083432853,ydgJ,unknown,Transcription,ydgJ->ydgI,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05670
new_1442102_1442346_c,0.07674486900000001,S496,3'UTR of ykvN,No COG category,,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1442102_1442346_c
BSU05660,0.075967217,ydgI,unknown,Energy production and conversion,ydgJ->ydgI,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05660
BSU33510,0.07497746400000001,copZ,"copper transport protein, metallochaperone",Inorganic ion transport and metabolism,"csoR->copA, copZ->copA","SigA,CsoR",True,False,True,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33510
BSU13760,0.07444751299999999,ykvN,[SW|MarR family|MarR/DUF24 family] transcription regulator,Transcription,ykvN,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13760
BSU19230,0.074284832,azoR1,azoreductase,Lipid transport and metabolism,azoR1,YodB,False,False,False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19230
new_2096129_2096321_c,0.0741377,S736,intergenic region,No COG category,,YodB,False,False,False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2096129_2096321_c
BSU02970,0.07314224,yceK,unknown,Transcription,yceK,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02970
BSU36620,0.072989154,ywnB,unknown,No COG category,ywnA->ywnB,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36620
new_2655000_2655301_c,0.07219195099999999,S972,intergenic region,No COG category,,"SigA,ArsR,SigF",True,False,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2655000_2655301_c
new_3487818_3487895_c,0.07081399,S1304,5'UTR of yvbT,No COG category,,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3487818_3487895_c
new_576099_576163_c,0.068579949,S185,5'UTR of ydeP,No COG category,,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_576099_576163_c
BSU03990,0.06829644900000001,mtlD,mannitol-1-phosphate 5-dehydrogenase,Carbohydrate transport and metabolism,mtlA->mtlD,"MtlR,SigA",True,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03990
BSU05290,0.068038041,ydeP,[SW|MarR family|MarR/DUF24 family] transcription regulator,Transcription,ydeP,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05290
BSU33980,0.065461577,yvbT,unknown,Energy production and conversion,yvbT,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU33980
BSU03470,0.065014529,hxlR,[SW|MarR family|MarR/DUF24 family] transcription activator,Transcription,hxlR,,False,False,False,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03470
