locus,gene_weight,gene_name,gene_product,COG,operon,regulator,DnaA,Spo0A,link
BSU_38080,0.157823494,ywcI,unknown,No COG category,ywcI->sacT,DnaA,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38080
BSU_38070,0.11991518400000001,sacT,transcriptional antiterminator,Transcription,"sacT, ywcI->sacT",DnaA,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38070
BSU_00640,0.10776374100000001,spoIIE,"protein serine phosphatase, septum-associated PP2C",Transcription,"spoIIE, spoIIE->ftsH","Spo0A,SigA,SigF",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00640
BSU_15320,0.10465579800000001,sigE,[SW|RNA polymerase ][SW|sporulation ]mother cell-specific (early) [SW|sigma factor ]SigE,Transcription,spoIIGA->sigG,"Spo0A,SigA,SinR,SigG,SigF,AbrB",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15320
BSU_17900,0.100895307,sirA,inhibitor of [[category|SW 3.1.1]],Function unknown,sirA->yneF,Spo0A,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17900
BSU_15310,0.09907360300000001,spoIIGA,Pro-[[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]] protease,Cell wall/membrane/envelope biogenesis,spoIIGA->sigG,"Spo0A,SigA,SinR,SigG,SigF,AbrB",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15310
BSU_37030,0.084644149,racA,cell division protein,Transcription,"ywkD->racA, racA","Spo0A,SigH",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37030
BSU_28060,0.084337436,spoIIB,facilitator of septal dissolution,Function unknown,spoIIB,SigV,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28060
BSU_28680,0.077728057,glcD,probably glycolate oxidase subunit,Energy production and conversion,glcD->glcF,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28680
BSU_22280,0.076676925,yppD,unknown,No COG category,yppD->yppE,Spo0A,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22280
BSU_15330,0.07662328800000001,sigG,[SW|RNA polymerase] [SW|sporulation] forespore-specific (late) [SW|sigma factor] SigG,Transcription,"spoIIGA->sigG, sigG","Spo0A,SigA,SinR,SigG,SigF,AbrB",False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15330
