,0
name,ArgR-1
TF,ArgR/Sigma factor X
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=ArgR&e1=1&assembly=complete"" target=""_blank"">ArgR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=Sigma factor X&e1=1&assembly=complete"" target=""_blank"">Sigma factor X</a>"
function,Arginine catabolism and biosynthesis
category,Amino Acid and Nucleotide Biosynthesis
has_venn,True
scatter,1
exp_var,0.005241561687289731
precision,0.55263158
recall,0.91304348
