locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b3346,0.4516480441,yheO,predicted DNA-binding transcriptional regulator,Function unknown,yheO-tusDCB,,https://ecocyc.org/gene?orgid=ECOLI&id=G7715
b4050,0.0988654892674,pspG,phage shock protein G,Function unknown,pspG,"ihf,ntrC,pspF,rpoN",https://ecocyc.org/gene?orgid=ECOLI&id=EG11933
b3708,0.0971007708655,tnaA,tryptophanase,Amino acid transport and metabolism,tnaCAB,"L-tryptophan,crp,rpoD,torR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11005
b1925,0.0963482316033,fliS,flagellar biosynthesis protein FliS,Cell motility,fliDST,"fliA,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG11388
b1420,0.0889160378771,mokB,regulatory peptide whose translation enables hokB expression,No COG Annotation,mokB,crp,https://ecocyc.org/gene?orgid=ECOLI&id=G6736
b4026,0.0833590299248,yjbE,putative protein,No COG Annotation,yjbEFGH,"ihf,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG11923
b3369,0.07966756450839999,yhfL,conserved secreted peptide,Function unknown,yhfL,,https://ecocyc.org/gene?orgid=ECOLI&id=G7722
b4501,0.07897045874410001,torI,CPS-53 (KpLE1) prophage,No COG Annotation,torI,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9621
b3343,-0.090791499391,tusB,"sulfur transfer protein complex, TusB subunit",Inorganic ion transport and metabolism,yheO-tusDCB,,https://ecocyc.org/gene?orgid=ECOLI&id=G7712
b1379,-0.09760503116830001,hslJ,lipoprotein implicated in Novobiocin resistance,"Posttranslational modification, protein turnover, chaperones",hslJ,"cysB,rpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G6702
b0447,-0.124451806078,ybaO,DecR DNA-binding transcriptional activator,Transcription,decR,"marA,rpoD,soxS,ybaO",https://ecocyc.org/gene?orgid=ECOLI&id=G6247
b3344,-0.125104257923,tusC,"sulfur transfer protein complex, TusC subunit",Inorganic ion transport and metabolism,yheO-tusDCB,,https://ecocyc.org/gene?orgid=ECOLI&id=G7713
b3345,-0.129192982323,tusD,"sulfur transfer protein complex, TusD subunit",Inorganic ion transport and metabolism,yheO-tusDCB,,https://ecocyc.org/gene?orgid=ECOLI&id=G7714
b2210,-0.131574543618,mqo,malate:quinone oxidoreductase,Energy production and conversion,mqo,"arcA,lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12069
b0208,-0.147760421998,yafC,putative LysR family transcriptional regulator,Transcription,yafC,yafC,https://ecocyc.org/gene?orgid=ECOLI&id=EG11649
b1380,-0.23561636305,ldhA,D-lactate dehydrogenase - fermentative,Energy production and conversion,ldhA,"rpoH,yheO",https://ecocyc.org/gene?orgid=ECOLI&id=G592
