,0
name,GutM+SrlR
TF,SrlR+Crp+H-NS+GutM
regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013144&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">SrlR</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011235&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">Crp</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011294&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">H-NS</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013141&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">GutM</a>"
function,
category,Carbon Metabolism
has_venn,True
scatter,4
exp_var,0.002835411418
precision,1.0
recall,0.7142857143
