,A,CsgD,RpoS,CpxR,BtsR,FliZ
ytf__delybaO__1,-1.45202432096541,-0.7265471900000007,0.3931707919999994,0.16971174499999894,0.8465871504999996,0.6732942185000002
ytf__delybaO__2,-1.0667422885908298,-0.3979211320000005,0.5098479620000003,0.3033798739999991,0.9479252405000008,1.0762725795000003
ytf__delybaQ__1,1.635731633445895,0.731525476999999,0.1104798529999993,-0.2820138889999999,-0.2310782775,-0.21331456550000014
ytf__delybaQ__2,2.060632460778965,0.6913590369999989,0.1918486270000006,-0.31118823100000004,-0.18224910650000048,0.6280631875
ytf__delybiH__1,1.293096590155859,0.5693859419999994,0.7546381320000002,0.2247124970000005,-0.1356102805000008,0.3570985225000003
ytf__delybiH__2,0.0678129953466314,-0.13636140700000074,0.8583397119999994,0.42364796000000027,0.18194978949999907,0.7845605784999998
ytf__delydcI_ph5__1,-0.8709984605365374,-0.5863582740000011,0.2372309430000001,-0.3899150679999997,-0.1236476185000006,0.4379469525000004
ytf__delydcI_ph5__2,-0.6080054833833096,-0.4497178560000004,0.21605959200000055,-0.36446154000000064,-0.021501751500000662,0.6827042565000001
ytf__delydcI_ph8__1,1.96614263393687,0.7700963819999993,0.5150319519999993,-0.03281370200000033,-0.31413481250000075,-0.08064576349999975
ytf__delydcI_ph8__2,0.0671491190872407,-0.07891893100000047,0.07543053599999894,-0.1469339310000004,0.01667184549999945,-0.28944254749999976
ytf__delyddM__1,4.185181634807889,1.788693852999999,0.5905555519999997,-0.0028498129999992017,-0.5646310345000005,0.7817710325
ytf__delyddM__2,4.152399609702176,1.583701144,0.5548536019999997,-0.09325862200000046,-0.4932275915000002,0.2551123954999999
ytf__delyheO__1,-0.8377489082713406,-0.38527748000000095,0.440513052,-0.03267712999999972,0.6101252074999994,0.5790166855000001
ytf__delyheO__2,-1.1906207322752462,-0.5094807690000005,0.5138055220000002,0.018513902000000467,0.8126532624999987,0.5211449104999999
fps__bw_glc__1,0.7032683226930171,0.3750175869999994,-0.4232219330000007,-0.5372455600000006,0.4799976944999997,-0.09589735449999992
fps__bw_glc__2,0.7803262409333744,0.5965360719999993,-0.3972259690000008,-0.4161886610000005,0.1963504054999996,-0.19032359249999956
fps__fps_thrA_ale1__1,2.8341217339578515,1.386353076999999,0.39264833200000027,-0.3465018200000003,-0.1491242675000004,2.2640574355000003
fps__fps_thrA_ale1__2,2.503748739663941,1.3803200729999991,0.40612146199999977,-0.34708632600000033,-0.3583103935000009,2.3120933845
fps__fps_thrA_ale2__1,1.7362938437603066,0.8663556549999987,0.5639018419999999,-0.5239670720000005,-0.12489643250000082,2.2611567085
fps__fps_thrA_ale2__2,1.1820164845355503,0.6196892509999987,0.4527652119999992,-0.4663165380000001,-0.21271468850000108,1.8655424905
fps__fps_serB_ale1__1,3.7021009231128055,1.840558118,0.1916031569999994,-0.2396253070000016,-0.4094607715000009,3.8519919155
fps__fps_serB_ale1__2,3.821208561059089,1.7862990199999986,0.1464529989999992,-0.10360308899999993,-0.4260311055000008,3.8830305645
fps__fps_serB_ale4__1,2.426517953952743,2.033230616999999,0.3611007019999999,-0.39239005700000096,-0.4588769785000002,0.7855278475
fps__fps_serB_ale4__2,2.9264759292950875,2.3048440759999984,0.1423332540000004,-0.07187015500000092,-0.2775958245000005,0.7598067245000002
fps__fps_ptsI_ale1__1,0.8354836647127627,1.0214030399999992,1.0472531420000006,-0.6175540620000008,0.8269054884999996,0.5763950334999999
fps__fps_ptsI_ale1__2,0.7855118153339588,1.0631522999999987,0.915891192,-0.499324617000001,0.9400353414999998,0.6848065915000001
fps__fps_ptsI_ale3__1,0.9542837520357637,0.8526455879999997,0.5594406820000001,-0.6139200350000005,1.0557382134999989,1.3938343934999995
fps__fps_ptsI_ale3__2,0.7941538956327437,0.8030903009999992,0.6253451220000006,-0.6930458840000001,0.9829920375,1.0886149975000006
pal__lyx_ale2_f6__1,-1.604421686525602,0.22851680999999854,1.2211207119999994,-0.4295277960000004,1.0975988224999993,1.6855815875000006
pal__lyx_ale2__1,-6.060952453134783,-2.627128376000001,0.9668986020000006,-0.5245636220000005,0.7855680254999999,2.1058150694999997
pal__lyx_ale2__2,-6.5179823136004,-2.5459219580000005,1.011708711999999,-0.6098771350000005,1.0625522704999997,2.2599248285
pal__lyx_ale4__1,-7.5588285811466225,-3.752375964000001,-0.3148401500000002,-0.688553593,0.9643760594999992,2.4294127194999997
pal__lyx_ale4__2,-8.422985971314406,-3.1545844980000006,-0.4860173060000008,-0.7844064260000003,0.8081555604999995,2.2573404335000005
pal__5drib_ale10_f18__1,-6.415712652390771,-0.6160095520000004,0.6526537319999992,-0.4013141870000005,1.4239991494999993,1.0812759225000017
pal__5drib_ale10_f18__2,-6.186136275144955,-0.884276808000001,0.6990012320000005,-0.4234487160000002,1.5618253824999986,0.5012196925000003
pal__5drib_ale10__1,-0.6117988277105801,0.7002355699999985,0.720726312,-0.256978309,1.5800628294999992,1.7409516534999998
pal__arab_ale14_f9__1,-1.9157570992298012,-0.5146468150000008,0.6728991620000002,-0.4986199579999999,0.5851251904999994,0.6156035355
pal__arab_ale14_f9__2,-1.1378878098442704,-0.6121763820000004,0.5141713219999993,-0.4058961320000005,0.5259530874999996,0.6611020605000002
pal__arab_ale14__1,-5.179598709005179,-1.7431532240000005,-0.06586883900000018,-0.9685474340000004,0.6632668384999993,0.6534282695
pal__arab_ale14__2,-5.558147844469347,-2.048316238000001,-0.17177665700000055,-0.8057507379999995,0.8848659794999998,0.8501143885000002
pal__arab_ale16__1,-4.04937946083619,-0.5433339800000008,-0.0026713770000004193,-0.3271911540000003,1.2002760515000004,-0.11077237350000012
pal__arab_ale16__2,-3.5959414292253573,-0.32664654800000026,0.1913841870000006,0.04828528100000007,1.1336301654999996,0.0186982105000002
pal__tartr_ale26_f10__1,-5.588523018264156,-1.2008031060000004,1.0529872519999994,-0.4193962779999998,2.0008179335,0.25963426950000024
pal__tartr_ale26_f10__2,-6.098206320292267,-0.9349921970000006,1.117358552000001,-0.4413067340000003,2.025353120500001,0.10521207649999996
pal__tartr_ale26__1,-6.597160310922347,-1.8660103520000009,0.3892269420000005,-0.11999543499999987,1.9284213654999995,-0.1787837644999999
pal__tartr_ale26__2,-7.551633620919949,-2.4073204560000008,0.3141092519999997,-0.05737608299999941,2.0057900785,0.3887927274999998
pal__tartr_ale28_f10__1,-1.240481378498841,0.8899923749999985,1.2650587219999991,-0.08875432200000155,0.5808478374999986,1.2474067245000002
pal__tartr_ale28_f10__2,-2.004786137185929,0.5127974019999995,0.9722561120000002,-0.19730430100000174,0.8853438894999996,1.1124499045
pal__tartr_ale28__1,-6.537562543536003,-1.8118169590000008,0.06391488899999942,-0.4458146489999999,1.0703965044999997,1.2805806125000003
pal__tartr_ale28__2,-6.548187514317569,-1.7909816210000011,0.3663876120000005,-0.5882532789999999,1.2518358894999997,1.5867704665
efeU__delmenFentC_citr__1,2.1482813727006502,0.6983220299999989,0.4324642720000007,-0.15820586100000167,-0.2993806715000007,-0.10303154549999992
efeU__delmenFentC_citr__2,1.19314136853854,0.20041053199999934,0.3897561520000004,-0.0901643889999999,-0.32191192550000025,-0.10849603849999978
efeU__delmenFentC__1,6.115914803352228,2.8825439279999987,1.177584972,0.3261956089999991,-0.3090562805000001,0.8222710334999999
efeU__delmenFentC__2,6.243741789180308,2.948483645,1.1153529019999997,0.28714727100000026,-0.3823078985000006,1.0797173554999997
efeU__menFentC_ale39__1,-4.291806212280092,-2.0231848260000005,-0.06847482300000074,-0.12834982600000178,0.10735262149999958,-1.0798524585
efeU__menFentC_ale39__2,-4.518607250626634,-1.6762131869999992,-0.11409336400000035,-0.13755358500000006,0.4351368414999994,-0.9257474684999999
efeU__menFentC_ale29__1,-6.320036339135069,-2.2945473990000007,0.6533644019999993,-0.4656719640000002,-0.5747177815000004,-1.6650749815
efeU__menFentC_ale29__2,-6.114133183708433,-2.3239881330000007,0.7308609120000007,-0.3734736079999994,-0.5823451495,-1.2324915165
efeU__menFentC_ale30__1,-1.7494985292343086,-1.1160832700000007,-0.6166222720000007,-0.9518728909999998,0.12694425049999936,-0.1571433805
efeU__menFentC_ale30__2,-1.2552269751349283,-0.9525362240000009,-0.36928399700000014,-0.7746585380000006,0.13683580349999944,-0.8643585145000001
efeU__menFentCubiC_ale36__1,0.3076403642714506,0.21009137899999966,0.20465600400000028,-0.19801879300000014,-0.06960912250000018,-0.25329790649999984
efeU__menFentCubiC_ale36__2,-0.0012906730591407,0.13729642800000086,0.24587958699999926,-0.17437232799999958,0.13533793649999915,-0.1707348445000001
efeU__menFentCubiC_ale37__1,2.7157571476995206,1.3203848869999997,0.5874251219999991,-0.10043742500000086,-0.020063895500000758,0.0183436884999999
efeU__menFentCubiC_ale37__2,2.696449940508492,1.335475925999999,0.4022910319999991,-0.02114474100000052,-0.1077626665000011,0.2127772695000001
efeU__menFentCubiC_ale38__1,3.330813570270704,0.4892431949999985,0.3376043820000003,-0.21748527200000112,-0.2619186144999999,0.12321332249999985
efeU__menFentCubiC_ale38__2,2.357589200834171,0.22058706199999897,0.32172978200000024,-0.17580712100000007,-0.43895648350000016,-0.6002400345000001
misc2__salc_glc__1,0.3847960045119954,0.7386828469999989,0.8863017319999997,-0.19699585200000055,-0.5709454055000007,0.1597609095000001
misc2__salc_glc__2,-2.1780259857746858,0.16397837199999898,1.151312292,-0.15578172000000026,-0.7753160765000011,-1.1666232135
misc2__dbcn_glc__1,-8.432270758481463,-3.629036074000001,-0.8705704379999997,-0.8264479179999995,-0.24056881450000045,4.0670201895
misc2__dbcn_glc__2,-5.45264465774099,-2.5060637310000007,-0.053842641000001024,-0.6207656760000004,-0.7052271385000006,3.5944672015
misc2__tyr_glc__1,-2.5342961092601275,-1.0925011490000005,0.030154188999999217,-0.38935691799999983,-0.4185111925000005,5.9305867175
misc2__tyr_glc__2,-2.3122973573361723,-0.975876984000001,0.18931526099999907,-0.3131002230000002,-0.12848120150000053,5.8534148245
misc2__arg_cytd__1,-3.1321224912893064,-1.5705323370000004,-0.971555575,-0.7044350870000011,-0.0499508965000004,4.980291974499999
misc2__arg_cytd__2,-3.221045352295331,-1.6336774400000005,-0.9203768009999996,-0.5782908010000005,0.29635091149999937,4.8174383925000015
misc2__delyheO_pyr__1,-0.7163437378978899,-0.0017765910000004934,0.7467160320000001,-0.18993233900000028,1.2906502365000003,0.8853773765000001
misc2__delyheO_pyr__2,-1.6312522611223932,-0.19505804400000226,0.6404214120000002,-0.23367483999999994,1.456769402499999,0.9107658145
misc2__dellon_glc__1,-7.441706439227353,-2.8100987160000006,1.8514310720000005,0.1556327960000008,-0.4935082644999991,4.0547410015
misc2__dellon_glc__2,-9.11531725141894,-2.9527192710000008,1.957580102,0.12546291399999987,-0.2237357255000001,3.8841098644999987
nquinone__delubiC__1,-0.6909326353841351,-0.5315383519999992,-0.18854235400000088,-0.4900844570000009,-0.2228007715000011,5.3733907814999995
nquinone__delubiC__2,1.0070223388088329,0.03741776999999846,0.030013312999999545,-0.3891712279999995,-0.2294207215000004,5.2681515545
nquinone__ubiC_ale1__1,3.942343903465285,1.353876540999999,0.4131705320000005,-0.26798959299999936,-0.16321264050000028,3.7068586535
nquinone__ubiC_ale1__2,4.985321592563486,1.7041250959999994,0.4437214019999995,-0.012295714000000402,-0.1864854365000008,3.9684186735
nquinone__ubiC_ale2__1,6.069190542935197,2.3300424909999986,0.9644070320000004,-0.11274742600000033,-0.09612134250000004,2.491531964499999
nquinone__ubiC_ale2__2,5.4524152331497255,2.087861505,0.8252573020000007,-0.11974617400000033,-0.7286901785000008,2.3297723825
nquinone__ubiC_ale3__1,-3.287786123029862,-1.5757822320000008,-0.490303827,-0.8392169210000002,-0.9447020845000008,5.686400654499999
nquinone__ubiC_ale3__2,-3.1189053213163187,-1.5310354160000008,-0.4632218869999996,-0.9334200389999988,-1.018734316500001,5.659683417500001
nquinone__ubiC_ale4__1,6.218417695349968,2.2430314069999997,0.6307305620000001,-0.07785026600000045,-0.6031657315000007,2.430443779499999
nquinone__ubiC_ale4__2,6.010233400410737,2.35428934,0.6971855320000007,0.051826928999998856,-0.13843319450000013,2.6035764765000002
nquinone__delpdhR__1,-1.9974076718528104,-1.0075155030000005,-0.7608141740000001,-0.8176568029999993,0.06720136649999907,6.0094581295000005
nquinone__delpdhR__2,-1.5314325285000865,-1.0249594040000003,-0.7927318759999995,-0.8721316640000003,-0.11887537449999995,6.021312404500001
quinone__glu_ale4__1,-3.4250201291685083,-1.7118032990000005,-0.37281189800000014,-0.8454806979999994,-0.5468096565000007,4.9776101125
quinone__glu_ale4__2,-3.777815958517264,-1.8401920580000004,-0.3709926190000008,-0.4854384539999987,-0.3250485445000004,5.1303451875000015
quinone__delmenF__1,2.748422961051246,1.013316796999999,0.0468542499999991,-0.4475993850000002,-0.07600228949999988,0.7981503315
quinone__delmenF__2,2.314421364062621,0.9362026069999994,0.3632182420000003,-0.260957125,-0.2545476225000005,0.6525886435000001
quinone__menF_ale5__1,-2.605054904522491,-1.0601080660000006,0.4144457020000001,-0.10925860799999933,0.1164834154999994,0.002477201500000081
quinone__menF_ale5__2,-2.878461453177579,-0.9121231910000008,0.6358449919999991,-0.016847019000000074,-0.6358485275000003,-0.1374151255
quinone__menF_ale6__1,-2.439934259947247,-0.8224330280000007,0.41663132200000064,-0.04885036800000009,-0.11047792050000016,0.16578364049999994
quinone__menF_ale6__2,-2.129544680148064,-0.9280358440000008,0.3498554820000006,0.02391486799999853,0.0794625834999989,-0.5085911295000001
quinone__menF_ale7__1,-3.501492637086111,-1.0884200490000009,0.2786310329999999,-0.012431654000000236,0.7348093654999994,-9.699350000014206e-05
quinone__menF_ale7__2,-3.928884191449866,-1.003713384000001,0.3520761920000002,-0.06908023399999941,0.6290829514999999,-0.20428543849999992
quinone__menF_ale8__1,-1.8104170791751413,-0.6626968100000008,0.08137363099999995,-0.04858142199999982,0.8016677674999988,0.015738051500000072
quinone__menF_ale8__2,-0.1958119978237943,0.2690710159999989,0.289872226,0.0018098309999992066,0.04928390250000003,0.07373699250000021
quinone__delmenFubiC__1,1.8516571025341997,0.743276086999999,0.4343023420000005,-0.34737616399999993,-0.3580687605000001,-0.21155914949999974
quinone__delmenFubiC__2,2.0550432765377344,0.8782878340000001,0.4454577420000021,-0.2745165749999998,-0.2740424025000001,-0.2706060605
quinone__menFubiC_ale1__1,-5.244863467733486,-2.0140569900000007,-0.5929867130000002,-0.4930006260000006,1.1077424815,-0.28494978749999955
quinone__menFubiC_ale1__2,-4.804472131971665,-1.5897142560000006,-0.6825730510000003,-0.5598479110000003,1.1612720924999989,-0.7200971694999998
quinone__menFubiC_ale2__1,-3.132034389403452,-1.2706102720000008,-0.4829198459999997,-0.33109149600000176,0.4599591074999996,-0.29497843849999983
quinone__menFubiC_ale2__2,-3.6597609187078826,-1.222267865000001,-0.6668817029999996,-0.3772228950000001,0.5365228734999992,-0.3626734885
quinone__menFubiC_ale3__1,-2.2997819353552758,-1.5565257910000003,0.230084175,-0.8138887670000008,-0.04717258150000081,0.05209145250000047
quinone__menFubiC_ale3__2,-2.7966890703130503,-1.7223011030000004,0.23440550299999965,-0.8727962310000006,0.0843824084999989,0.2332895265000001
quinone__menFubiC_ale4__1,-1.8999312141246296,-0.6631799450000004,1.0102096120000006,-0.32521904000000035,-0.6196607055000003,-0.4898175905
quinone__menFubiC_ale4__2,-1.2031143837563012,-0.5537078569999991,0.964788561999999,-0.18176795100000032,-0.2985309455000005,-0.5071995155
oxyR__wt_glc__1,-2.96474616225401,-1.208329506000001,0.3785155019999991,-0.457138595,0.2618885864999996,5.8051035815
oxyR__wt_glc__2,-1.8597255484484767,-0.9502639540000012,0.4468185120000001,-0.3968088100000005,0.2515502214999996,5.893015601499998
oxyR__wt_h2o2__1,-1.550288343794484,-0.5974208460000003,0.5232890319999992,-0.3276225450000005,0.28002655449999914,5.6023589685
oxyR__wt_h2o2__2,1.2671145385455436,0.5416303299999985,1.140273702,0.010481818999998891,-0.0916723295000006,5.8376507845
oxyR__glu_ale4__1,0.4509448814249037,-0.15337455800000033,1.471336792000001,-0.09051403800000024,-0.4069427715000007,2.8654247605000003
oxyR__glu_ale4__2,-0.5731501832181448,-0.4737701760000004,0.9894781819999992,-0.18833464400000025,-0.31063698850000065,2.9555479245
oxyR__glu_ale4_h2o2__1,0.0957822189930471,0.16635046599999906,1.105704231999999,-0.07234808299999962,-0.08049346850000028,3.7120464285000008
oxyR__glu_ale4_h2o2__2,-0.2578919553627225,0.14415890899999972,1.3085406620000004,-0.21581172100000054,-0.36716228050000055,2.4316276545
oxyR__oxyR_ale17__1,2.6682479752721577,1.0244156469999997,0.8646676620000004,-0.29339450100000164,-0.1649884135000006,1.2398735844999995
oxyR__oxyR_ale17__2,2.350029167873615,0.5047148929999992,1.0449935319999994,-0.4064551079999994,-0.0799542905000008,0.5693558245000001
oxyR__oxyR_ale17_h2o2__1,2.5764363776983323,1.0824074109999993,0.8066634019999999,-0.27733206700000057,0.1040698554999997,2.5864111605
oxyR__oxyR_ale17_h2o2__2,2.2906393534742766,0.6275357540000002,0.7939193719999995,-0.3392651200000003,-0.3156170645000005,2.8782200625000005
oxyR__oxyR_ale18__1,-5.993556454212267,-2.843273072000001,-0.1898837439999994,-0.5829138210000018,0.3214701774999993,5.2596216705000005
oxyR__oxyR_ale18__2,-4.651702890717931,-2.274859190000001,-0.012120127999999395,-0.4967867479999999,0.16161886249999924,5.3451758525
oxyR__oxyR_ale18_h2o2__1,-1.4893926912978992,-0.5751870980000007,0.3807744920000005,-0.4138732150000006,-0.15352378350000073,4.6763854025
oxyR__oxyR_ale18_h2o2__2,-1.7670366937504542,-0.8451418040000007,0.4257068620000002,-0.3532551910000006,-0.059802124500000005,5.054177072500001
oxyR__oxyR_ale19__1,-5.599507479524618,-2.758209754000001,-0.284247916,-0.7084345040000004,0.3642164174999998,4.0332640825000015
oxyR__oxyR_ale19__2,-4.037273440837257,-1.863968863000001,-0.020286427000000273,-0.3534034500000001,0.4343117394999991,4.3023297965000005
oxyR__oxyR_ale19_h2o2__1,-5.862632499960102,-2.8048877450000007,-0.3533771090000002,-0.6053563220000004,0.3000650864999992,4.4130149835
oxyR__oxyR_ale19_h2o2__2,-6.033230994974794,-2.9479515040000006,-0.35396490599999986,-0.6379288890000003,0.4403684475,4.5354116015
oxyR__oxyR_ale20__1,-0.5398524101467401,-0.7508144360000006,0.2926861649999992,-0.7716280590000002,0.06701023249999949,-1.2540702935
oxyR__oxyR_ale20__2,-0.4790478623308577,-0.6911850240000009,0.28449155899999923,-0.8471336870000004,0.08803828249999945,-0.7454482845000001
oxyR__oxyR_ale20_h2o2__1,0.0680929300164738,-0.1552063920000002,0.4613981220000003,-0.5116456740000004,-0.07454540650000041,0.1829346795000002
oxyR__oxyR_ale20_h2o2__2,0.6358336405736145,-0.04114997700000078,0.5234612819999995,-0.4680659540000001,0.02966540149999908,0.23296900050000025
svns_pgi__BmePgi24_15__1,-0.3481135355411768,-0.17219525100000066,1.1369064719999995,-0.167343927000001,0.12852961749999992,-0.5871232415000001
svns_pgi__BmePgi24_15__2,-0.8469593914787701,-0.2602245640000005,1.1069385319999991,-0.1290079310000003,-0.056182547500000624,-0.0653631804999999
svns_pgi__BmePgi24_26__1,-2.3725177279817657,-0.9055003090000008,0.8895994619999996,-0.41563400500000025,0.24421137549999994,-0.6624823974999998
svns_pgi__BmePgi24_26__2,-2.800797103374973,-0.952574739000001,1.002864881999999,-0.4084840639999987,0.1024680974999992,-0.7667975074999998
svns_pgi__BmePgi24_41__1,-0.3170341699589673,-0.06504248200000085,1.6661726019999996,0.08317378299999945,-0.3636996005000004,-0.33320942350000005
svns_pgi__BmePgi24_41__2,-3.416004257045148,-1.4735534190000008,0.7613875419999996,-0.4608819860000004,-0.05853346550000005,-0.6209623564999998
svns_pgi__BmePgi24_52__1,-0.9888901130695846,-0.2939546350000013,1.0737541220000004,-0.31297015600000044,0.1345731094999998,-0.4386386774999997
svns_pgi__BmePgi24_52__2,-2.845894469754469,-1.1516473970000003,0.9053895819999996,-0.4610499960000016,0.13505263949999954,-0.6530033134999997
svns_pgi__PaePgi2_34__1,-1.5457883139798652,-0.27450000400000096,1.2781378019999998,0.18031937499999984,-0.5077371115000009,0.07030951549999997
svns_pgi__PaePgi2_34__2,-1.3616683901598323,-0.2702115909999998,1.2051609019999994,0.15705242399999975,-0.2576885195000003,0.3146083525000001
svns_pgi__PaePgi2_63__1,-1.1742833099538867,-0.3246475560000004,1.469231752000001,0.015671424999998962,-0.4740493345000001,-0.03876542950000017
svns_pgi__PaePgi2_63__2,-1.2020670219308442,-0.08367893700000018,1.445767051999999,0.00039303899999865166,-0.4982443045,-0.2813720574999996
svns_pgi__PaePgi24_54__1,0.481238620026354,0.1714892129999992,0.914250742,0.15119060600000012,-0.2737040555000005,-0.8383349115000001
svns_pgi__PaePgi24_54__2,0.7901986611646195,0.1540644949999992,0.839892021999999,0.11501491699999987,-0.4100804255000004,-0.7806028635
svns_pgi__PaePgi24_90__1,0.5073263713985406,0.1472153659999993,0.6100121420000004,-0.248440123,-0.6740989865000007,-0.7693220474999998
svns_pgi__PaePgi24_90__2,1.1617632269728413,0.3898649469999995,0.7799764519999997,-0.1769291329999998,-0.1425417135000009,-0.9444544535
abx_media__m9_ctrl__1,0.9753266282313748,0.6959923829999992,0.7806096119999992,-0.7537582020000011,-0.7837543035000003,1.6730019895000003
abx_media__m9_ctrl__2,1.100375784990315,0.24314388199999915,0.9497699119999988,-0.7490348999999998,-0.7264880375000002,1.9789611125000004
abx_media__rpmi_ctrl__1,-8.349284394610187,-4.808693498999999,-2.400017440000001,-0.5211899899999999,0.6223865784999996,3.5909987465000004
abx_media__rpmi_ctrl__2,-8.793363853365502,-5.4725536120000005,-1.6442175950000006,-0.4807618300000005,0.6037871614999997,3.9555804135000012
abx_media__camhb_ctrl__1,-3.192865904513273,-2.4166452460000007,-2.412374071999998,-2.091290828,-0.3994999075000001,0.8662427815000001
abx_media__camhb_ctrl__2,-3.791606004923672,-2.8193181530000007,-2.437496206,-2.155867392000001,-0.03328750050000018,0.5823234405000002
abx_media__m9_mero__1,-0.0774736131162501,-0.4731056660000004,0.113079119,-1.177323823,-0.4681506035000007,0.4955935834999998
abx_media__m9_mero__2,-0.0866568300347498,0.0559604759999992,0.5862508119999994,-0.9656380770000004,-0.7360995175000005,1.6176026265
abx_media__rpmi_mero__1,-8.206606132408362,-4.425246437000001,-2.4314786130000003,-0.7630176339999988,0.7140061774999991,2.5668858625000004
abx_media__rpmi_mero__2,-8.531251567320288,-5.1903297219999995,-2.200063945000001,-0.5763216940000007,0.6857565174999989,3.0254435115
abx_media__camhb_mero__1,-4.176390766412882,-3.0597936010000013,-2.4793139040000005,-2.543509444,-1.4815233195000004,0.4066480225000002
abx_media__camhb_mero__2,-4.477527175222106,-3.3633674100000004,-2.4048321600000016,-2.50366836,-1.6665925795000005,0.4778859364999999
abx_media__m9_trisulf__1,-1.7530205164472796,-0.3065846530000007,0.903869492,-1.0516594560000003,-1.5567060895000004,3.7247260155
abx_media__m9_trisulf__2,-2.335231371473913,-0.4097726390000007,1.065425372,-0.8338814529999999,-1.3112542975000006,3.6273147725
abx_media__rpmi_trisulf__1,-6.743222403439359,-3.9087178080000013,-0.9703015790000008,-1.0435416110000002,-1.2002429095000005,0.3629194045000004
abx_media__rpmi_trisulf__2,-6.77412825423354,-4.08396615,-0.9225986909999992,-1.2845982550000006,-1.2490415575000005,0.21810009249999984
abx_media__camhb_trisulf__1,-6.210935577279499,-3.2266399610000005,-1.4790119080000004,-1.3120655689999987,-1.1347282155000005,0.3716502165
abx_media__camhb_trisulf__2,-6.20470484100754,-3.6106378460000013,-1.4534089859999997,-1.444110556,-1.4311622635000003,0.5761301355000001
abx_media__m9_cef__1,-1.6266279475939245,-0.268574181,0.855176342,-0.7917040630000001,-1.7464988105000003,3.3452555925
abx_media__m9_cef__2,-2.1176025098397364,-0.4949747580000006,0.6537064219999991,-0.8382536749999998,-1.3077367715000006,3.3119404005
abx_media__rpmi_cef__1,-8.105514773325753,-4.574690072000001,-1.312759304,-0.7374468439999999,-0.025154885500000116,1.7594230925000005
abx_media__rpmi_cef__2,-8.583964540295181,-4.686945947000001,-1.226735445000001,-0.6566222079999999,0.11249952649999972,1.5363968845000002
abx_media__camhb_cef__1,-5.708836912459452,-3.3070060490000017,-1.3960977040000009,-1.6666185229999997,-1.4605924175000005,1.7202100015000001
abx_media__camhb_cef__2,-5.3443425246263,-3.3840000260000007,-1.3938405669999998,-1.7368014520000008,-1.4009898275000006,1.5825741344999995
abx_media__m9_cipro__1,-2.256845854848992,-1.2111051610000008,0.6878804820000006,-0.5960884250000005,-1.1438388505000003,3.5821966685000013
abx_media__m9_cipro__2,-2.42478286731273,-1.1935459370000006,0.7698332319999999,-0.6259123220000005,-1.0864325295000006,3.6548868425
abx_media__rpmi_cipro__1,-8.925779620803457,-4.9859755670000006,-1.842582587,-0.5986148660000001,-0.3619284985000011,2.1363368005
abx_media__rpmi_cipro__2,-9.409395932089168,-4.155644742000002,-1.7561506809999994,-0.2599395570000009,-0.8857108885000007,2.1876227605
abx_media__camhb_cipro__1,-6.968644646635031,-4.3856481600000015,-1.849872684,-1.3938123610000002,-1.5117926895000005,0.9561823755
abx_media__camhb_cipro__2,-6.877090458796141,-4.552186273,-1.7899657450000008,-1.4829994210000006,-1.7931712585000006,0.5765178464999998
hot_tale__42c_ale3_30c__1,-4.1367192703849325,-2.0260162500000005,-1.907963797,-1.086305975,0.3076535334999999,5.9652552195
hot_tale__42c_ale3_30c__2,-3.2312681379334958,-1.571769626000001,-1.9449729080000004,-1.2239611550000005,0.07769566949999973,5.838137582500001
hot_tale__42c_ale3_37c__1,-3.657822223261284,-2.661289919000001,-1.4384919190000005,-0.4398826120000008,0.32476917649999937,5.9437446015
hot_tale__42c_ale3_37c__2,-3.216384303473668,-2.2981370660000007,-1.577854685,-0.4597523730000006,0.1531037994999993,6.002248875499999
hot_tale__42c_ale3_44c__1,2.2315766844126226,1.400429794999999,-0.4493295079999999,0.2603298669999994,0.3847987855000001,1.0377491425
hot_tale__42c_ale3_44c__2,2.156715288347148,1.2708329619999992,-0.2227280940000007,0.35649306500000044,0.22679123149999916,0.8742861125000001
hot_tale__hot_ale3_mid_30c__1,1.0357035098720313,0.023463498000000804,-1.3513825080000004,-0.9758192220000009,-0.6766138745000001,4.6151449825
hot_tale__hot_ale3_mid_30c__2,-1.5782102686259958,-1.085491492,-1.5310537600000007,-0.6562921949999998,0.18435666749999946,6.327042319499999
hot_tale__hot_ale3_mid_37c__1,-4.887773515408072,-3.5012085230000007,-2.061404382,-0.5680409379999993,0.5242031174999989,6.1762713565
hot_tale__hot_ale3_mid_37c__2,-5.151371851157412,-2.2747758700000005,-1.997902988,-0.6828843960000004,0.13234153749999944,6.1497280714999984
hot_tale__hot_ale3_mid_44c__1,-0.0588799078014704,0.19579711299999936,-0.3784016139999995,-0.2394907590000006,0.2758189154999995,4.9660656925
hot_tale__hot_ale3_mid_44c__2,-0.8032256089744368,0.1402510889999995,-1.5208829650000002,-0.1500508250000001,0.8090167684999994,4.6513456215
hot_tale__hot_ale3_30c__1,-2.4412486932699617,-1.7971951210000006,-0.8852935500000001,-1.345719839,-0.5031024665000006,5.892068414500001
hot_tale__hot_ale3_30c__2,-3.3265973724660944,-1.8557401670000004,-0.7026216259999991,-1.1382320190000002,-0.17018105949999995,5.804386139499999
hot_tale__hot_ale3_37c__1,-5.520879570664789,-3.0001089650000012,-1.4008936260000002,-0.8373825720000009,0.1351725014999996,5.419553338500002
hot_tale__hot_ale3_37c__2,-5.136795166548312,-2.6013611910000005,-1.261976733000001,-0.7918612400000002,0.1699008374999993,5.381424309499999
