locus,gene_weight,gene_name,gene_product,cog,regulator,Phage_1,link
SP5448_02390,0.22577926010000002,SP5448_02390,hypothetical protein,Function unknown,"CovR,Phage_1",True,
SP5448_02365,0.2219958566,SP5448_02365,phage capsid scaffolding protein,Function unknown,"Rgg,Rgg,Phage_1",True,
SP5448_02400,0.2182497462,SP5448_02400,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02380,0.2175448388,SP5448_02380,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02395,0.2168551263,SP5448_02395,hypothetical protein,Cell motility,"CovR,CovR,Phage_1",True,
SP5448_02370,0.2000446902,SP5448_02370,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02385,0.19674867740000002,SP5448_02385,hypothetical protein,Function unknown,,False,
SP5448_02375,0.1942713693,SP5448_02375,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02335,0.1914077666,SP5448_02335,terminase,"Replication, recombination and repair",Mga,False,
SP5448_02405,0.18719453,SP5448_02405,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02425,0.1856322332,SP5448_02425,hyaluronoglucosaminidase,Function unknown,Phage_1,True,
SP5448_02460,0.1855642993,SP5448_02460,membrane protein,Function unknown,,False,
SP5448_02420,0.1839770992,SP5448_02420,peptidase,Function unknown,Phage_1,True,
SP5448_02415,0.1794777482,SP5448_02415,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02430,0.174360611,SP5448_02430,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02410,0.17364139650000002,sca1,tail protein,"Cell cycle control, cell division, chromosome partitioning","Rgg,Rgg,Phage_1",True,
SP5448_02445,0.169068497,SP5448_02445,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02455,0.1623677,SP5448_02455,membrane protein,Function unknown,"CcpA_core_M1,Phage_1",True,
SP5448_02435,0.16049021060000002,SP5448_02435,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02345,0.1593640173,SP5448_02345,phage portal protein,Function unknown,Phage_1,True,
SP5448_02450,0.1578770495,SP5448_02450,membrane protein,Function unknown,"CcpA_core_M1,Phage_1",True,
SP5448_02465,0.15782922970000002,SP5448_02465,lysin,Function unknown,Phage_1,True,
SP5448_02340,0.1544659393,SP5448_02340,hypothetical protein,"Replication, recombination and repair","Mga,Rgg,Rgg",False,
SP5448_02355,0.1498732278,SP5448_02355,hypothetical protein,Function unknown,,False,
SP5448_02350,0.14965298330000001,SP5448_02350,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02360,0.1302904543,SP5448_02360,hypothetical protein,Function unknown,"FasX_15min_M1,Phage_1",True,
SP5448_04660,0.09573024370000001,SP5448_04660,ABC transporter permease,Defense mechanisms,"SPy1285,TrxR_M1,Rgg,Phage_3",False,
SP5448_04665,0.09393357570000001,skfE,ABC transporter,Defense mechanisms,"SPy1285,Rgg,CovR,Phage_3",False,
SP5448_04670,0.0901985024,yvoA_1,GntR family transcriptional regulator,Transcription,"SPy1285,Rgg,CovR",False,
SP5448_02475,0.0681963594,SP5448_02475,hypothetical protein,Function unknown,"FasX_60min_M1,FasX_60min_M1,Phage_1",True,
SP5448_04445,0.0297619449,SP5448_04445,hypothetical protein,Function unknown,Mga,False,
SP5448_02215,0.028008974500000002,SP5448_02215,hypothetical protein,Function unknown,Phage_1,True,
SP5448_02220,0.026263653,ps115,XRE family transcriptional regulator,Transcription,Phage_1,True,
SP5448_08730,0.024072369000000003,SP5448_08730,M protein%2C serotype 24,"Cell cycle control, cell division, chromosome partitioning","Mga,Mga,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49",False,
SP5448_02210,0.0231037183,SP5448_02210,hypothetical protein,Function unknown,Phage_1,True,
SP5448_06230,0.0217770057,SP5448_06230,transposase,"Replication, recombination and repair",,False,
SP5448_00925,0.0211963907,ulaC,PTS system ascorbate-specific transporter subunit IIA,Carbohydrate transport and metabolism,"CcpA,SgaR,CcpA_core_M1,MalR_M1,CovR,Irr_LE_M6",False,
SP5448_04780,-0.0223171297,XK27_06785,macrolide ABC transporter ATP-binding protein,Defense mechanisms,,False,
SP5448_04555,-0.022469478,SP5448_04555,hypothetical protein,Function unknown,,False,
SP5448_02690,-0.0228868882,XK27_00765,ABC transporter permease,Function unknown,"SPy1285,TrxR_M1,Mga,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49",False,
SP5448_06095,-0.023214025200000002,clpL,Clp protease ClpX,"Posttranslational modification, protein turnover, chaperones","CtsR,CovR,CovR,Nra_transition_M49",False,
SP5448_02685,-0.0242261062,ecsA2,3-dehydroquinate dehydratase,Defense mechanisms,"SPy1285,TrxR_M1,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49,Irr_EE_M6,Irr_LE_M6",False,
SP5448_09235,-0.0254285619,SP5448_09235,PadR family transcriptional regulator,Transcription,"YwzG,Rgg,Rgg,MtsR_M49",False,
SP5448_02680,-0.026420023600000002,SP5448_02680,enterocin immunity protein,Function unknown,"SPy1285,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49,Irr_EE_M6,Irr_LE_M6",False,
SP5448_03720,-0.027728457,SP5448_03720,hypothetical protein,Function unknown,"CovR,CovR,Nra_exponetional_M49,Nra_stationary_M49,Phage_2",False,
SP5448_03665,-0.0326547949,SP5448_03665,hypothetical protein,Function unknown,"CovR,CovR,Phage_2",False,
SP5448_01165,-0.0348234314,WQ51_05710,hypothetical protein,Function unknown,"Mga,Rgg,Rgg,CovR",False,
SP5448_06315,-0.040827426300000004,glpQ,glycerophosphodiester phosphodiesterase,Energy production and conversion,Rgg,False,
SP5448_06975,-0.0462648138,pacL,ATPase,Inorganic ion transport and metabolism,"yybP-ykoY,Irr_LE_M6",False,
SP5448_06320,-0.0466060233,SP5448_06320,membrane protein,Defense mechanisms,"SPy1285,Rgg",False,
SP5448_06325,-0.048957602600000004,macB,macrolide ABC transporter ATP-binding protein,Defense mechanisms,"SPy1285,Rgg",False,
SP5448_06330,-0.0510302747,acrA,ABC transporter substrate-binding protein,Cell wall/membrane/envelope biogenesis,"SPy1285,Rgg",False,
SP5448_04060,-0.0830262709,inlA,internalin,"Intracellular trafficking, secretion, and vesicular transport","AdcR,TrxR_M1,Rgg,PerR_M14,FasX_15min_M1",False,
SP5448_08725,-0.1025299298,sic1.01,lysis inhibitor protein,Function unknown,"TrxR_M1,Mga,Mga,Nra_stationary_M49",False,
