locus,gene_weight,gene_name,gene_product,COG,operon,regulator,SigE,link
BSU_23170,0.066413584,spmB,spore maturation protein (spore core dehydratation),Function unknown,dacB->spmB,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23170
BSU_13830,0.064578253,ykvU,spore cortex  membrane protein,Function unknown,ykvU->stoA,"SigE,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13830
BSU_12330,0.062131645000000006,yjmD,galactitol-1-phosphate dehydrogenase,Amino acid transport and metabolism,"yjmC->uxaA, uxaC->uxaA","SigA,SigE,ExuR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12330
BSU_23180,0.06178136,spmA,spore maturation protein (spore core dehydratation),Function unknown,dacB->spmB,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23180
BSU_15170,0.061478763000000006,spoVD,penicillin-binding protein (spore cortex),Cell wall/membrane/envelope biogenesis,spoVD,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15170
BSU_15030,0.061040709000000005,spoVV,dipicolinic acid transporter,Function unknown,spoVV,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15030
BSU_24420,0.061035280000000004,spoIIIAB,component of a type III secretion system,Function unknown,"yqhV->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24420
BSU_12320,0.06101286,yjmC,unknown,Energy production and conversion,"yjmC->uxaA, uxaC->uxaA","SigA,SigE,ExuR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12320
BSU_24390,0.060959003000000005,spoIIIAE,component of a type III secretion system,Function unknown,"yqhV->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24390
BSU_12340,0.060807753000000006,uxuA,D-mannonate hydrolyase,Carbohydrate transport and metabolism,"yjmC->uxaA, uxaC->uxaA","SigA,SigE,ExuR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12340
new_417763_418267_c,0.06079131300000001,S128,5'UTR of yclF,No COG category,,"SigA,TnrA,ScoC",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_417763_418267_c
BSU_27450,0.060463511000000005,glnM,glutamine [SW|ABC transporter] (membrane protein),Inorganic ion transport and metabolism,glnQ->glnP,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27450
BSU_15650,0.059988146000000006,yloB,ATP-driven Ca<sup>2+</sup> pump,Inorganic ion transport and metabolism,yloB->yloH,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15650
BSU_24440,0.059929561000000006,yqhV,unknown,Function unknown,yqhV->spoIIIAH,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24440
BSU_27980,0.059814586,spoIVFA,inhibitor of [[protein|8801B095C2CE36F3E0B9DBBF489FFB217087DC0A]] metalloprotease,Cell wall/membrane/envelope biogenesis,"spoIVFA->spoIVFB, spoIVFA->rpmA","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27980
BSU_12350,0.059647909000000006,yjmF,unknown,Lipid transport and metabolism,"yjmC->uxaA, uxaC->uxaA","SigA,SigE,ExuR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12350
BSU_13710,0.059583117000000005,ykvI,unknown,Function unknown,ykvI,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13710
new_2537614_2537688_c,0.059579518000000005,S919,intergenic region,No COG category,,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2537614_2537688_c
BSU_23190,0.059553358,dacB,"penicillin-binding protein 5*, D-alanyl-D-alanine carboxypeptidase",Cell wall/membrane/envelope biogenesis,dacB->spmB,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23190
BSU_24400,0.059377095000000005,spoIIIAD,component of a type III secretion system,Function unknown,"yqhV->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24400
BSU_24410,0.05919229,spoIIIAC,component of a type III secretion system,Function unknown,"yqhV->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24410
new_1550794_1551384,0.05892433800000001,S540,intergenic region,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1550794_1551384
BSU_27970,0.058389380000000005,spoIVFB,intramembrane metalloprotease,Function unknown,"spoIVFA->spoIVFB, spoIVFA->rpmA","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27970
BSU_24430,0.057867258000000005,spoIIIAA,AAA protease,Function unknown,"yqhV->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24430
BSU_27670,0.057475746,spoVB,sporulation-specific MurJ family lipid II flippase,Function unknown,spoVB->yrzE,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27670
BSU_27460,0.057245314000000005,glnP,glutamine [SW|ABC transporter] (membrane protein),Inorganic ion transport and metabolism,glnQ->glnP,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27460
BSU_29239,0.05700150700000001,ytrH,sporulation protein,Function unknown,ytrH->ytrI,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29239
new_1571801_1571902_c,0.056843330000000004,S551,5'UTR of ylbJ,No COG category,,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1571801_1571902_c
BSU_24170,0.056829899,mmgA,degradative acetoacetyl-CoA thiolase,No COG category,mmgA->mmgF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24170
BSU_10960,0.056773678,yitE,unknown,Function unknown,yitE,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10960
BSU_19669,0.056746552000000006,yoyF,unknown,No COG category,yoyF,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19669
new_2450326_2450402_c,0.056500395,S891,intergenic region,No COG category,,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2450326_2450402_c
