locus,gene_weight,gene_name,gene_product,cog,operon,regulator,old_locus_tag,synonyms,tfb3,link
SACI_RS06010,0.3162899291092753,SACI_RS06010,hypothetical protein,No COG annotation,Op707,,,,False,https://www.uniprot.org/uniprot/A0A0U2N8L9
SACI_RS07140,0.2757923046051945,upsA,hypothetical protein,No COG annotation,Op823,"LrpC,tfb3",Saci_1496,,True,https://www.uniprot.org/uniprot/A0A0U3FUR0
SACI_RS07130,0.2615557841861155,upsE,type II/IV secretion system ATPase subunit,Cell motility,Op823,tfb3,Saci_1494,,True,https://www.uniprot.org/uniprot/A0A0U3GLC1
SACI_RS05840,0.2424463598659871,Saci_1225,hypothetical protein,No COG annotation,Op680,tfb3,Saci_1225,,True,https://www.uniprot.org/uniprot/A0A0U3F641
SACI_RS06225,0.2325337419429165,Saci_1302,hypothetical protein,No COG annotation,Op726,tfb3,Saci_1302,,True,https://www.uniprot.org/uniprot/A0A0U2WYK0
SACI_RS04540,0.22792564708240276,Saci_0951,hypothetical protein,No COG annotation,Op501,tfb3,Saci_0951,,True,https://www.uniprot.org/uniprot/A0A0U3H1M8
SACI_RS02695,0.2260755097838049,cedA,DNA import protein CedA,No COG annotation,Op323,tfb3,Saci_0568,,True,https://www.uniprot.org/uniprot/A0A0U3GG40
SACI_RS11670,0.21415440867061494,upsB,hypothetical protein,No COG annotation,Op823,"LrpC,tfb3",,,True,https://www.uniprot.org/uniprot/M1IRR9
SACI_RS02700,0.2026973654186952,cedA1,DNA import protein CedA1,No COG annotation,Op323,tfb3,Saci_0569,,True,https://www.uniprot.org/uniprot/A0A0U3GT29
SACI_RS03180,0.19056259677532253,herA_2,"HerA helicase, ATP-binding protein (VirB4/HerA/CedB homolog)","Replication, recombination and repair",Op359,tfb3,Saci_0667,,True,https://www.uniprot.org/uniprot/A0A0U3GSV6
SACI_RS07135,0.1891871440009352,upsF,hypothetical protein,Cell motility,Op823,"LrpC,tfb3",Saci_1495,,True,https://www.uniprot.org/uniprot/A0A0U2W1U4
SACI_RS07125,0.17935941371792133,upsX,hypothetical protein,No COG annotation,Op822,tfb3,Saci_1493,,True,https://www.uniprot.org/uniprot/Q4J8S5
SACI_RS11810,0.16461733546170695,cedA2,DNA import protein CedA2,No COG annotation,Op323,tfb3,Saci_0567,,True,https://www.uniprot.org/uniprot/UPI00005522F4
SACI_RS03575,0.16264584879079208,cedB,DNA import protein CedB (ATP-binding),"Replication, recombination and repair",Op402,tfb3,Saci_0748,,True,https://www.uniprot.org/uniprot/A0A0U3GTT0
SACI_RS06065,0.143969324889238,Saci_1270,MFS family permease,Amino acid transport and metabolism,Op713,tfb3,Saci_1270,,True,https://www.uniprot.org/uniprot/A0A0U3HJZ7
SACI_RS03170,0.1358775087816682,tfb3,TFIIB-type zinc ribbon-containing protein,Transcription,Op357,tfb3,Saci_0665,,True,https://www.uniprot.org/uniprot/A0A0U3FEZ6
