locus,comp,gene_name,product,operon,TF,fliA,link
b1923,0.240685269368,fliC,"flagellar biosynthesis; flagellin, filament structural protein",fliC,"fliA, gadE, h-NS, matA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10321
b1886,0.22628447588700001,tar,,tar-tap-cheRBYZ,"fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10988
b1885,0.215075445769,tap,,tar-tap-cheRBYZ,"fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10987
b1194,0.212923548261,ycgR,molecular brake that regulates flagellar motility in response to c-di-GMP,ycgR,"flhD;flhC, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6623
b3525,0.207409107491,yhjH,c-di-GMP phosphodiesterase,pdeH,"flhD;flhC, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12252
b1888,0.20441133286600002,cheA,CheA(S),motAB-cheAW,"cpxR, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10146
b1887,0.20212372200999998,cheW,CheW,motAB-cheAW,"cpxR, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10149
b1884,0.200504697703,cheR,chemotaxis protein methyltransferase/chemotaxis protein methyltransferase/chemotaxis protein methyltransferase/chemotaxis protein methyltransferase/chemotaxis protein methyltransferase,tar-tap-cheRBYZ,"fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10148
b1890,0.198763354914,motA,"MotA protein, proton conductor component of motor; no effect on switching",motAB-cheAW,"cpxR, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10601
b4355,0.194812697312,tsr,,tsr,"cpxR, fliA, rpoD, ybiH, yddM",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11034
b1889,0.192128161971,motB,"MotB protein, enables flagellar motor rotation, linking torque machinery to cell wall",motAB-cheAW,"cpxR, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10602
b1882,0.187182151789,cheY,chemotaxis regulator transmitting signal to flagellar motor component,tar-tap-cheRBYZ,"fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10150
b1883,0.180119409589,cheB,CheB,tar-tap-cheRBYZ,"fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10147
b1881,0.17233357824499998,cheZ,CheZ,tar-tap-cheRBYZ,"fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10151
b1566,0.164854154074,flxA,Qin prophage; predicted protein,flxA,"fis, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6833
b1742,0.14641482183,ves,conserved protein,ves,fliA,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6938
b4110,0.135226767387,yjcZ,conserved protein,crfC-yjcZ,fliA,True,https://ecocyc.org/gene?orgid=ECOLI&id=G7823
b1924,0.130240149013,fliD,flagellar cap protein FliD; filament capping protein; enables filament assembly,fliDST,"flhD;flhC, fliA, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10841
b1760,0.122475984164,ynjH,putative protein,ynjH,fliA,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6955
b1421,0.120502342502,trg,,trg,"crp, fis, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11018
b3666,0.11850778626399999,uhpT,hexose-6-phosphate:phosphate antiporter,uhpT,"crp, rpoD, uhpA, uvrY, yeiE",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11054
b1082,0.11334325414999999,flgK,"flagellar biosynthesis, hook-filament junction protein 1",flgKL,"flhD;flhC, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11967
b1083,0.10578761772,flgL,flagellar biosynthesis; hook-filament junction protein,flgKL,"flhD;flhC, fliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11545
b1925,0.101596937263,fliS,flagellar biosynthesis protein FliS,fliDST,"flhD;flhC, fliA, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11388
b1926,0.0957463606759,fliT,flagellar biosynthesis protein FliT,fliDST,"flhD;flhC, fliA, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11389
b3072,0.0898101773253,aer,"aerotaxis sensor receptor, flavoprotein",aer,"arcA, crp, fliA, fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7595
b1071,0.0784773305487,flgM,anti-sigma factor for FliA (&sigma;<sup>28</sup>),flgAMN,"csgD, flhD;flhC, fliA, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=G369
b1070,0.0712023691587,flgN,flagellar biosynthesis protein FlgN,flgAMN,"csgD, flhD;flhC, fliA, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6562
b0763,0.05493309591249999,modA,molybdate ABC transporter - periplasmic binding protein,modABC,"crp, fliA, modE, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12427
b0764,0.0526360655136,modB,molybdate ABC transporter - membrane subunit,modABC,"crp, fliA, modE, rpoD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10002
