locus,comp,gene_name,product,operon,TF,link
b4209,0.232066885165,ytfE,iron-sulfur cluster repair protein YtfE,ytfE,"fnr, narL, narP, nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=G7866
b1797,0.223568218376,yeaR,conserved protein,"yeaR, yoaG","Sigma70, fis, narL, narP, nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=G6983
b2552,0.201828798615,hmp,nitric oxide dioxygenase,hmp,"Sigma38, fnr, fur, metR, nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10456
b1796,0.18480380343699998,yoaG,putative protein,"yeaR, yoaG","Sigma70, fis, narL, narP, nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=G6982
b0873,0.155088855381,hcp,nitric oxide reductase,"hcp, hcr","Sigma24, fnr, narL, narP, nsrR, oxyR",https://ecocyc.org/gene?orgid=ECOLI&id=G6457
b2732,0.131429108913,ygbA,putative protein,ygbA,"fnr, nsrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11287
b1475,0.118769835648,fdnH,"formate dehydrogenase N, &beta; subunit","fdnG, fdnH, fdnI","Sigma70, fnr, narL, narP",https://ecocyc.org/gene?orgid=ECOLI&id=EG11228
b1474,0.114963798346,fdnG,"formate dehydrogenase N, &alpha; subunit","fdnG, fdnH, fdnI","Sigma70, fnr, narL, narP",https://ecocyc.org/gene?orgid=ECOLI&id=EG11227
b1476,0.103558623301,fdnI,"formate dehydrogenase N, &gamma; subunit","fdnG, fdnH, fdnI","Sigma70, fnr, narL, narP",https://ecocyc.org/gene?orgid=ECOLI&id=EG11229
b1224,0.100644634615,narG,"nitrate reductase A, &alpha; subunit","narG, narH, narJ, narI","Sigma70, fis, fnr, ihf, narL, rstA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10638
b3471,0.0890781216028,yhhQ,conserved inner membrane protein,yhhQ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12217
b1226,0.08731872476119999,narJ,molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1,"narG, narH, narJ, narI","Sigma70, fis, fnr, ihf, narL, rstA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10641
b1225,0.0868362733716,narH,"nitrate reductase A, &beta; subunit","narG, narH, narJ, narI","Sigma70, fis, fnr, ihf, narL, rstA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10639
b0872,0.08535867097519999,hcr,NADH oxidoreductase,"hcp, hcr","Sigma24, fnr, narL, narP, nsrR, oxyR",https://ecocyc.org/gene?orgid=ECOLI&id=G6456
