,A,XylR,Crp
nac_ntrc__bw_delnac_cytd__1,0.9223545072,0.0467101995,0.29367586300000004
nac_ntrc__bw_delnac_cytd__2,0.8955631621000001,0.0800083405,0.22863865300000003
nac_ntrc__bw_delnac_gln__1,1.5793034026,0.44701104550000004,0.505105143
nac_ntrc__bw_delnac_gln__2,1.9926167717,0.28212661850000004,0.563775123
nac_ntrc__bw_delnac_nh4__1,1.2553300004,-0.0221859955,0.339165103
nac_ntrc__bw_delnac_nh4__2,2.9519492442,-0.1342090635,0.360235063
misc__wt_no_te__1,1.5903029457,0.4378275985,0.32216916300000004
misc__wt_no_te__2,1.4870085668000002,0.3119026865,0.315987593
misc__bw_delcbl__1,0.6987628416,-0.1606129055,0.30577407300000004
misc__bw_delcbl__2,1.0116259448,-0.2781403135,0.322569413
misc__bw_delfabr__1,0.029724519600000002,-0.18833146850000002,0.194465293
misc__bw_delfabr__2,0.5100376366,-0.3017867685,0.13385438500000002
misc__bw_delfadr__1,0.6752063882,0.0276241165,0.325118883
misc__bw_delfadr__2,0.6132059193,-0.1361451405,0.343466333
misc__nitr_031__1,1.456431395,0.1586480055,0.215598863
omics__wt_glu__1,0.1563928164,0.2036931845,0.348125933
omics__wt_glu__2,0.6323258947,0.0145421835,0.319898823
omics__wt_gly__1,0.2500489493,0.1005001925,0.31218181300000003
omics__wt_gly__2,0.3344842013,-0.1430299435,0.348980073
omics__wt_thr__1,3.8560487017,1.0311490455,0.883560683
omics__wt_thr__2,3.1188990004,0.7579825315000001,1.1275514229999999
omics__bw_ac__1,3.5660106075,0.36003310650000003,0.46435899300000005
omics__bw_ac__2,3.190488005,0.1814536255,0.46188222300000004
omics__bw_fum__1,2.6385218111,-0.07328095550000001,0.44664785300000004
omics__bw_fum__2,2.462940412,-0.0478621745,0.49525865300000005
omics__bw_glc__1,1.0571461093,-0.15600753350000002,0.319951353
omics__bw_glc__2,0.9706225179,0.0369565325,0.360933593
omics__bw_pyr__1,2.1632371748,0.6311977735000001,0.8061810030000001
omics__bw_pyr__2,2.3010205856,0.1681116385,0.764467493
ompr__wt_nacl__1,2.1605658156,-1.1217123685,-0.686581477
ompr__wt_nacl__2,2.4642862285,-0.7772023165,-0.620927
ompr__bw_delompr_nacl__1,1.3336158043,-1.7046139065,-1.046248202
ompr__bw_delompr_nacl__2,1.5471472953,-1.7908282275,-1.071490687
minspan__wt_ade__1,-0.57337172,-0.3427453435,-0.09169608400000001
minspan__wt_glc__1,0.5957638022,-0.3712049235,-0.171476714
minspan__wt_glc__2,0.4966669615,-0.2914185385,-0.216511799
minspan__wt_glc__3,1.1823178723,-0.17863285950000002,-0.237794143
minspan__wt_glc_anaero__1,0.1715086193,-0.2704630215,0.097308024
minspan__wt_glc_anaero__2,0.2886916634,-0.12103366850000001,0.0007891440000000001
minspan__wt_trp__1,0.9431014398,0.34363890750000003,0.37930993300000004
minspan__bw_delcra_glc__1,1.0174546591,0.1548637925,0.207746483
minspan__bw_delcra_trp__1,2.2553154026,0.2046279145,0.245706203
minspan__bw_delmntr__1,0.0422443305,0.1190543725,0.395080543
minspan__bw_delnac_ade__1,-0.1038172437,-0.1012432295,0.005806082000000001
minspan__bw_delnac_glc__1,0.8358210401,0.0087080125,0.19238992300000002
cra_crp__wt_ac__1,4.0330012118,0.2587560135,0.7848307330000001
cra_crp__wt_ac__2,3.9976572128,0.2222644575,0.774460393
cra_crp__wt_fru__1,3.1782195258,0.1890689085,0.31349375300000004
cra_crp__wt_fru__2,2.5797774678,0.1203125325,0.373244063
cra_crp__delcra_ac__1,2.9986814113999998,0.3365954795,0.205353913
cra_crp__delcra_ac__2,3.1574675303,0.1576332245,0.159225273
cra_crp__delcra_fru__1,0.749628858,0.2426037705,0.12650519300000002
cra_crp__delcra_fru__2,1.1598164998,0.1771176345,0.163147493
cra_crp__delcra_glc__1,1.0491290274,-0.015209383500000001,0.046791002000000005
cra_crp__delcra_glc__2,0.7425044596,0.1196490375,-0.014761104
rpoB__wt_031__1,3.8971502846,0.1537681185,0.271760703
rpoB__wt_044__1,0.6068270766,-0.22919163050000002,0.20485867300000002
rpoB__wt_lb__1,8.3952885257,0.6911901915,0.24727295300000002
rpoB__wt_lb__2,8.151566072,0.7483735985000001,0.204154523
rpoB__rpoBE546V_031__1,2.8180915692,-0.0101335455,0.45717146300000006
rpoB__rpoBE546V_044__1,3.1069087159,0.3114795455,0.376256283
rpoB__rpoBE546V_lb__1,4.4266815136,-0.5042449195,0.11748048200000001
rpoB__rpoBE546V_lb__2,4.4201029899,-0.2907156985,0.125422963
rpoB__rpoBE546V_glc__1,0.3651804374,-0.1235214035,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-0.6244855004000001,-0.8512217695000001,-0.66628918
rpoB__rpoBE672K_glc__2,-0.9193160640000001,-0.9446659585,-0.570898456
rpoB__rpoBE672K_lb__1,0.1986495809,-0.8236701125,-0.228845183
rpoB__rpoBE672K_lb__2,1.196944481,-1.3186821045000001,-0.18410035800000002
crp__wt_fru__1,2.2721630081,-0.3282656885,-0.134837475
crp__wt_glyc__1,2.4856578024,-0.23676194350000002,-0.06971342200000001
crp__wt_glyc__2,2.3826760646,-0.2740324085,0.000271048
crp__delar1_glyc__1,3.8707091240000002,0.9430052835,0.768482663
crp__delar1_glyc__2,3.5194889099999997,0.9808565035000001,0.980974663
crp__delar1ar2_glyc__1,3.0344681279,0.1793896425,0.29165508300000004
crp__delar1ar2_glyc__2,2.8419334844,0.2209800755,0.25672264300000003
crp__delar1ar2_glyc__3,3.0420564866,0.3969906285,0.37124749300000004
crp__delar2_glyc__1,10.2399062103,1.2527215155,1.429825303
crp__delar2_glyc__2,10.0485401811,1.3282039865,1.300445483
crp__delar2_glyc__3,9.8522677891,1.2898568445,1.236903523
crp__delcrp_fru__1,1.4895803827,-0.0611906195,-9.852476477
crp__delcrp_fru__2,1.9739958911,-0.1478195135,-9.107951936
crp__delcrp_fru__3,2.2224730133,-0.1358738955,-9.852476477
crp__delcrp_glc__1,2.0305197275,-0.2721075825,-9.025871704
crp__delcrp_glc__2,1.5780960617000002,-0.1349514835,-9.566616581
crp__delcrp_glc__3,1.275302454,-0.27300816850000004,-9.852476477
crp__delcrp_glyc__1,1.3262230265000001,-0.2148934405,-9.852476477
crp__delcrp_glyc__2,1.4967457738,-0.1712167375,-9.852476477
crp__delcrp_glyc__3,1.6856285364999999,-0.0716661915,-9.852476477
glu__glu_ale3__1,-1.0867940805,-0.1202497765,1.438555163
glu__glu_ale4__1,-1.0943973292,-0.4495440965,0.12370463300000001
glu__glu_ale5__1,0.0867316364,-0.16479325150000002,0.23737495300000003
glu__glu_ale6__1,-1.9089909776,-0.9222981545000001,-0.266972174
glu__glu_ale8__1,-0.5318333146,0.6139778495,1.5517659030000002
glu__glu_ale9__1,-0.6854260594,0.43878097850000003,0.736260553
glu__glu_ale10__1,-0.34902657530000003,-0.3418998585,1.248499963
42c__wt_42c__1,0.0463289623,0.3656433785,-0.022893763
42c__42c_ale1__1,0.4500966442,0.3540544525,0.578078713
42c__42c_ale2__1,0.3389895812,0.4511746735,-0.001157444
42c__42c_ale3__1,-0.6411311609,0.1318723515,-0.163650862
42c__42c_ale4__1,-0.4158473945,0.7154138355,0.18829674300000002
42c__42c_ale5__1,0.0024966833,0.16041520650000002,-0.255090408
42c__42c_ale6__1,-1.3017028657,0.2984845275,0.584709813
42c__42c_ale8__1,0.0357318079,0.9618021855000001,0.898060053
42c__42c_ale9__1,-1.6587320314,-0.0467689015,0.234450913
42c__42c_ale10__1,0.2113915928,0.9808232475,0.5824345430000001
ssw__wt_ac__1,3.3614833838,-0.1106394405,0.155824183
ssw__wt_glc__1,0.7623358419,0.1873859665,0.08995910700000001
ssw__wt_glyc__1,4.1315068577,-0.040416558500000005,0.264629563
ssw__wt_xyl__1,24.998453236,3.6631427535,0.615108903
ssw__glc_ale1__1,2.3150752784,0.1276665125,0.311997713
ssw__glc_ale2__1,1.6079579939,0.1412816875,0.5353218630000001
ssw__glc_ale3__1,-0.4080169228,-0.07820097250000001,0.445484003
ssw__glyc_ale1__1,1.5667137542,0.0347079655,0.29887890300000003
ssw__glyc_ale2__1,0.13383067980000002,-0.0771802855,0.302115623
ssw__xyl_ale1__1,26.4912219431,3.6631966105,-0.214788422
ssw__xyl_ale2__1,26.3854515798,4.5933564365,0.026451149
ssw__xyl_ale3__1,24.1011000079,4.0865370615,-0.313835929
ssw__glc_ac_ac2__1,1.5867489508000001,0.025386929500000002,0.506935123
ssw__glc_ac_glc1__1,2.6297982488000002,-0.3638943805,-0.42053636400000005
ssw__glc_glyc_glc__1,2.7016001967000003,-0.0738784075,0.565682133
ssw__glc_glyc_glyc__1,26.2683262634,3.8938765405,0.307042493
ssw__glc_xyl_glc__1,1.5293411945000002,-0.5959081825,0.029020072
ssw__glc_xyl_xyl__1,24.331649035,3.7097171015,-0.24384744700000002
ica__wt_glc__1,0.8050096909000001,-0.0460017375,-0.021205165
ica__wt_glc__2,0.1111147967,0.048750008500000004,-0.013075078
ica__wt_glc__3,0.8444209937,-0.0071903405000000005,0.093050269
ica__wt_glc__4,1.1164098056,0.4449723035,0.39985849300000004
ica__arg_sbt__1,3.8921612969,0.12424784750000001,0.172960833
ica__arg_sbt__2,2.3789345107,-0.1776089975,0.493173503
ica__cytd_rib__1,8.5556445414,0.8814959955,0.503238653
ica__cytd_rib__2,9.0808899622,0.9681745165000001,0.486485123
ica__gth__1,2.561169946,-0.6439980865,-0.34473195700000003
ica__gth__2,2.4164886335,-1.1066177665,-0.550939686
ica__leu_glcr__1,-0.3285439741,0.15302197650000002,1.026079293
ica__leu_glcr__2,-0.1427513716,0.1389332505,0.9645909530000001
ica__met_glc__1,0.1508446148,-0.1199424585,-0.0020434050000000003
ica__met_glc__2,0.5402287685,-0.3967647285,-0.06998529
ica__no3_anaero__1,-0.0541295439,0.5783734565,0.166015523
ica__no3_anaero__2,0.589109204,0.5283429785,0.165936663
ica__phe_acgam__1,0.8447932415,0.24252143450000002,0.08710832
ica__phe_acgam__2,0.45112878500000003,0.2993433575,0.073714532
ica__thm_gal__1,4.4061391088,0.4352308025,0.419092283
ica__thm_gal__2,4.8250700549,0.5238556705,0.41257850300000004
ica__tyr_glcn__1,0.4267695701,0.12313876850000001,0.211699823
ica__tyr_glcn__2,0.5682925651,0.2449984145,0.24928939300000003
ica__ura_pyr__1,1.7794449862000001,0.5863087815,0.823666823
ica__ura_pyr__2,1.9009709401000001,0.4821086275,1.104333543
ica__wt_glc__5,1.0589226495,0.5791163085000001,0.31050345300000004
ica__wt_glc__6,0.7646975673,0.6439053725,0.33765284300000004
ica__bw_delpurR_cytd__1,-0.5871391649000001,-0.4786665465,-0.141785767
ica__bw_delpurR_cytd__2,0.7036858281,0.2685855075,0.255483463
ica__ade_glc__1,0.0586762293,0.3373435495,0.27079068300000003
ica__ade_glc__2,-1.2673049405999999,-0.2960344105,-0.10748262700000001
ytf__wt_glc__1,1.1790198183,0.3787696245,0.340002173
ytf__wt_glc__2,1.0145294496,0.8123095035,0.487174103
ytf__delyafC__1,2.2935975711,0.5057744675,0.518280163
ytf__delyafC__2,1.4179319674,0.5924762855,0.5586262230000001
ytf__delyeiE__1,0.3508608402,0.7005161905,0.452821843
ytf__delyeiE__2,1.0074590644,0.48687543850000004,0.36938018300000003
ytf__delyiaJ__1,1.4596068431,0.6395826025,0.49007886300000003
ytf__delyiaJ__2,1.8712297504,0.6305108565,0.474334523
ytf__delyieP__1,0.7535175508,0.8102568495,0.830611623
ytf__delyieP__2,0.8639123671000001,0.8581508235,0.7498248230000001
ytf__wt_ph5__1,0.6959317073,0.1600987035,0.39857596300000003
ytf__wt_ph5__2,0.5037052527,0.2390870725,0.474739703
ytf__wt_ph8__1,0.46693498920000004,-0.0237205905,0.27564292300000004
ytf__wt_ph8__2,0.7807717581,0.3551565175,0.268154863
ytf__delybaO__1,2.1675948091,0.7076091415,0.582376183
ytf__delybaO__2,1.0850571311,0.7513548235,0.636744023
ytf__delybaQ__1,0.5442527229,-0.0874312465,0.332940493
ytf__delybaQ__2,0.8794184086,-0.0611831445,0.32368551300000004
ytf__delybiH__1,1.2225403036,0.5795952015,0.636331983
ytf__delybiH__2,1.4436358255,0.8803097385,0.554671843
ytf__delydcI_ph5__1,0.2915792651,-0.21761314550000002,0.36809995300000004
ytf__delydcI_ph5__2,0.4196987276,-0.1322320505,0.422601483
ytf__delydcI_ph8__1,0.6109942658,0.3555233135,0.363195763
ytf__delydcI_ph8__2,0.6341557948000001,-0.032246092500000004,0.30711134300000004
ytf__delyddM__1,1.6157561474,0.5716257955,0.8218948030000001
ytf__delyddM__2,0.9658703406,0.39774492850000004,0.832054603
ytf__delyheO__1,2.1679335392,0.40473175250000004,0.596168643
ytf__delyheO__2,1.5013183244000001,0.6601961025,0.633656513
fps__bw_glc__1,0.4652708332,-0.2843783475,0.23073483300000003
fps__bw_glc__2,0.1909927662,-0.21305413750000002,0.160408733
fps__fps_thrA_ale1__1,0.5420766412,-0.036868304500000004,0.33273120300000003
fps__fps_thrA_ale1__2,0.4783019807,-0.1257268825,0.351625083
fps__fps_thrA_ale2__1,0.7234307725,0.0986243375,0.22966762300000002
fps__fps_thrA_ale2__2,0.8582649640000001,0.1661657925,0.288967533
fps__fps_serB_ale1__1,0.9381902753,0.1065352355,0.263027813
fps__fps_serB_ale1__2,0.34056123600000004,0.1037980205,0.38965776300000005
fps__fps_serB_ale4__1,1.3138600933,-0.0086041005,0.20591431300000002
fps__fps_serB_ale4__2,1.3208344008,0.4989963685,0.360213693
fps__fps_ptsI_ale1__1,4.2531752175,-0.0864885165,0.045779202000000005
fps__fps_ptsI_ale1__2,4.2005052059,0.0527688095,0.144864783
fps__fps_ptsI_ale3__1,2.8386568602,-0.0785486135,0.252590313
fps__fps_ptsI_ale3__2,2.8998352832,-0.4272123155,0.223236343
pal__lyx_ale2_f6__1,21.3705937656,3.7709681395,0.33342218300000004
pal__lyx_ale2__1,22.7096923557,4.2600651105,0.264908103
pal__lyx_ale2__2,22.7312320165,4.1848421545,0.307141653
pal__lyx_ale4__1,26.4238081076,5.5719710975,-0.057655873
pal__lyx_ale4__2,26.7253118632,5.6208131175,-0.070605865
pal__5drib_ale10_f18__1,9.0073086059,1.2517237095,-0.069139537
pal__5drib_ale10_f18__2,8.7269340979,1.3751612285,-0.022394787000000003
pal__5drib_ale10__1,6.5135988986,0.9180981075,0.401836273
pal__arab_ale14_f9__1,3.2264774026,0.030769123500000002,0.24554710300000002
pal__arab_ale14_f9__2,3.1403893215,0.1924191485,0.412722073
pal__arab_ale14__1,4.417706542,0.4607790835,0.376783933
pal__arab_ale14__2,4.6513855693,0.6238829385,0.375609213
pal__arab_ale16__1,3.6502924107,0.8721683425000001,0.029854537
pal__arab_ale16__2,5.9989294148,0.9835466735,0.109766425
pal__tartr_ale26_f10__1,4.5230529315,-0.2537056995,0.311947293
pal__tartr_ale26_f10__2,4.8360849496,-0.23420862950000002,0.19927317300000003
pal__tartr_ale26__1,3.3343576941,-0.7022618105,0.385079333
pal__tartr_ale26__2,3.7539818049,-0.5968899335,0.334463263
pal__tartr_ale28_f10__1,7.1385270912,0.5462426405,-0.0037122770000000004
pal__tartr_ale28_f10__2,6.2095628168,0.39390334850000003,-0.098690551
pal__tartr_ale28__1,5.4451773815,0.7585520215,0.272968543
pal__tartr_ale28__2,4.5108535776,0.6897673665,0.268494893
efeU__delmenFentC_citr__1,1.063926161,-0.1748410615,0.422197943
efeU__delmenFentC_citr__2,0.7897433556,-0.2691169225,0.567725263
efeU__delmenFentC__1,1.7160340758000001,0.3238052835,0.6961985230000001
efeU__delmenFentC__2,1.7193920429,0.3396742145,0.736210653
efeU__menFentC_ale39__1,1.0470360879,0.0275111655,0.5420487930000001
efeU__menFentC_ale39__2,1.0062664785,0.0647981175,0.5730386230000001
efeU__menFentC_ale29__1,0.33674782070000003,0.23639692750000002,0.911502773
efeU__menFentC_ale29__2,1.1923195083,0.3838153855,0.943276293
efeU__menFentC_ale30__1,1.3550511135,0.1323651035,0.106685208
efeU__menFentC_ale30__2,-0.2877880546,-0.1887428025,0.063971556
efeU__menFentCubiC_ale36__1,0.8989228994,0.4629960665,0.821857583
efeU__menFentCubiC_ale36__2,0.686020838,0.3049744225,0.648169773
efeU__menFentCubiC_ale37__1,0.4888040326,0.1559215745,0.843077653
efeU__menFentCubiC_ale37__2,0.44659894320000004,0.3190364365,0.8884085730000001
efeU__menFentCubiC_ale38__1,0.2634424219,0.1303263185,0.348438943
efeU__menFentCubiC_ale38__2,0.9264670536,0.1364735075,0.309908293
misc2__salc_glc__1,0.382108649,0.42394847150000003,-0.030941686000000003
misc2__salc_glc__2,0.5038352895,-0.0089300685,-0.041858422
misc2__dbcn_glc__1,-0.046257764900000005,-0.8059526435000001,-0.41418928400000005
misc2__dbcn_glc__2,0.7621878663,-0.8602342215000001,-0.322180379
misc2__tyr_glc__1,1.1017928428000001,0.9128733865,0.482338413
misc2__tyr_glc__2,1.8938521566,0.9673743935,0.519726133
misc2__arg_cytd__1,0.13794753540000002,0.2427040625,0.10509646700000001
misc2__arg_cytd__2,0.2286451938,0.1118585435,0.09710128400000001
misc2__delyheO_pyr__1,2.4849885406,0.0756793935,1.000412783
misc2__delyheO_pyr__2,1.7662240401,0.0639667545,1.013481493
nquinone__delubiC__1,-0.2323364269,0.0390928175,0.44647993300000005
nquinone__delubiC__2,-0.0452621147,0.22620734650000002,0.618285233
nquinone__ubiC_ale1__1,1.0596155538,0.1702671255,0.46214110300000005
nquinone__ubiC_ale1__2,1.163984361,0.3667979545,0.518639853
nquinone__ubiC_ale2__1,1.1554836863,0.2276594325,0.47472340300000004
nquinone__ubiC_ale2__2,0.7329519360000001,0.1054270965,0.429799533
nquinone__ubiC_ale3__1,0.1291130769,-0.3676103405,0.026469302
nquinone__ubiC_ale3__2,0.3119756285,-0.23407035450000002,0.09906102300000001
nquinone__ubiC_ale4__1,1.065841553,0.27583474750000003,0.49321258300000004
nquinone__ubiC_ale4__2,1.1645270986,0.37208579150000004,0.508607923
nquinone__delpdhR__1,0.0704367078,-0.1492684295,0.38566819300000005
nquinone__delpdhR__2,-0.24828935900000002,-0.3223155345,0.362990173
quinone__glu_ale4__1,-1.0132385332,-0.0585755295,0.36842613300000004
quinone__glu_ale4__2,-0.1581521308,0.048816595500000004,0.736125773
quinone__delmenF__1,0.7692892473,0.0155241725,0.553279673
quinone__delmenF__2,0.7223908794,-0.1026982015,0.42430167300000005
quinone__menF_ale5__1,1.2017162182,0.45133744750000004,0.904530523
quinone__menF_ale5__2,1.3814187155,0.3449026915,0.929254393
quinone__menF_ale6__1,1.37919599,0.3856954215,0.9289372330000001
quinone__menF_ale6__2,0.7930261335000001,0.5214400295,0.9358953230000001
quinone__menF_ale7__1,2.1852603785,0.3283165745,0.8647486830000001
quinone__menF_ale7__2,2.2719321923,0.4284201795,0.829767083
quinone__menF_ale8__1,1.3323238323,0.4169177865,1.000233243
quinone__menF_ale8__2,1.8082309919,0.8320391445,0.9954071830000001
quinone__delmenFubiC__1,0.655713377,0.0991476855,0.503242803
quinone__delmenFubiC__2,0.7329300652,0.0752801815,0.5733612730000001
quinone__menFubiC_ale1__1,0.2918587941,-0.1928482705,0.688985203
quinone__menFubiC_ale1__2,-0.1264605392,0.017215650500000002,0.689163233
quinone__menFubiC_ale2__1,0.7303704333000001,-0.20852459850000002,0.566404903
quinone__menFubiC_ale2__2,0.6607847688,-0.0982976155,0.587592463
quinone__menFubiC_ale3__1,0.3927927406,-0.3554382485,0.10847917900000001
quinone__menFubiC_ale3__2,0.9535468201,-0.4864028495,0.14360144
quinone__menFubiC_ale4__1,1.7702873567,0.4037940585,1.042582673
quinone__menFubiC_ale4__2,1.6225099471000002,0.4795840885,1.027989663
oxyR__wt_glc__1,1.4122867068,0.5585774405,0.09382866100000001
oxyR__wt_glc__2,1.3498815903999999,0.5130538695,0.13043923
oxyR__wt_h2o2__1,1.2159489278,0.32495221550000003,0.057576022000000004
oxyR__wt_h2o2__2,1.4739777138,0.5429707025,0.46187418300000005
oxyR__glu_ale4__1,-0.5085014486,0.2835154455,0.7723290730000001
oxyR__glu_ale4__2,-0.5050994411,0.2503209495,0.495795953
oxyR__glu_ale4_h2o2__1,-0.2716831899,0.4595194435,0.621328373
oxyR__glu_ale4_h2o2__2,-0.7043710656000001,0.2788144715,0.486348433
oxyR__oxyR_ale17__1,0.6972413399,0.23766048050000002,0.13801763
oxyR__oxyR_ale17__2,0.6347071185000001,0.19210335550000002,0.15520324300000002
oxyR__oxyR_ale17_h2o2__1,0.91785554,0.3398799805,0.211227453
oxyR__oxyR_ale17_h2o2__2,0.5586453382000001,0.1548383975,0.156206473
oxyR__oxyR_ale18__1,1.4277062346,0.3736793175,-0.23326590800000002
oxyR__oxyR_ale18__2,1.5456368254,0.7476269055,-0.08594182800000001
oxyR__oxyR_ale18_h2o2__1,1.5756305404000002,0.8231162215000001,0.027939159
oxyR__oxyR_ale18_h2o2__2,1.8037521159,0.9257926815,0.095125363
oxyR__oxyR_ale19__1,1.6174067401,0.5693401385,-0.186683067
oxyR__oxyR_ale19__2,1.8616038996,0.9132210975,-0.08065952300000001
oxyR__oxyR_ale19_h2o2__1,1.7167737436000001,0.48554175450000003,-0.32169368600000003
oxyR__oxyR_ale19_h2o2__2,1.7599276373000001,0.5401620475,-0.22926116100000002
oxyR__oxyR_ale20__1,0.0956090119,-0.2548957945,-0.29073972200000003
oxyR__oxyR_ale20__2,0.3982059982,-0.2318136785,-0.328630297
oxyR__oxyR_ale20_h2o2__1,-0.3054343766,0.0449633205,-0.103214605
oxyR__oxyR_ale20_h2o2__2,-0.0171263265,-0.0437205775,-0.05797147800000001
svns_pgi__BmePgi24_15__1,1.1625799171,0.0809823565,0.20789728300000002
svns_pgi__BmePgi24_15__2,1.3024811892,-0.0889895915,0.288214413
svns_pgi__BmePgi24_26__1,1.3192249331,-0.0030030425,0.16856253300000001
svns_pgi__BmePgi24_26__2,1.3830148485,-0.1122880975,0.144982372
svns_pgi__BmePgi24_41__1,1.6520091622000002,0.3669024945,0.495849313
svns_pgi__BmePgi24_41__2,1.1620525889,0.1108809065,0.08223337900000001
svns_pgi__BmePgi24_52__1,1.3624411765,0.2620451635,0.260077643
svns_pgi__BmePgi24_52__2,1.1269262235,0.0502779735,0.110092349
svns_pgi__PaePgi2_34__1,1.6192127214,0.35598025050000004,0.946417433
svns_pgi__PaePgi2_34__2,1.6362183073,0.2736542295,0.980365153
svns_pgi__PaePgi2_63__1,2.2068688629,0.6406203895,0.9986914830000001
svns_pgi__PaePgi2_63__2,2.1696078893,0.6543043425,0.9749593430000001
svns_pgi__PaePgi24_54__1,1.5791867484000002,0.45680034150000004,0.830338573
svns_pgi__PaePgi24_54__2,1.6704475163999999,0.43018956750000004,0.926503413
svns_pgi__PaePgi24_90__1,0.8710826960000001,0.2846421965,0.8096897230000001
svns_pgi__PaePgi24_90__2,0.9251040291,0.44223429750000004,0.9991721830000001
abx_media__m9_ctrl__1,0.5913080671000001,-0.5955457235,-0.219087253
abx_media__m9_ctrl__2,0.9068488584000001,-0.7888983585,0.06872793
abx_media__rpmi_ctrl__1,-1.0888380017000001,-1.2686623725000001,0.181883243
abx_media__rpmi_ctrl__2,-0.7792017721000001,-1.0581494495000001,0.46045822300000006
abx_media__camhb_ctrl__1,-0.8936904373000001,-0.9608923335,-1.466715649
abx_media__camhb_ctrl__2,-0.9730856355,-1.7095062005,-1.564214307
abx_media__m9_mero__1,0.6202817583,-0.7061861515000001,0.10006032100000001
abx_media__m9_mero__2,0.6882837298000001,-0.5266336885,-0.24440689100000001
abx_media__rpmi_mero__1,-0.7617947225,-1.0612841815,-0.15585906600000002
abx_media__rpmi_mero__2,-0.8164104786,-0.9805986955,0.12222331400000001
abx_media__camhb_mero__1,-0.1437520242,-1.9729072555,-2.568928611
abx_media__camhb_mero__2,-0.5022244618,-1.5958431375000002,-2.37205329
abx_media__m9_trisulf__1,-0.0250266799,-0.4748923095,-0.13952741600000002
abx_media__m9_trisulf__2,-0.3174880242,-0.5246494645,-0.121563182
abx_media__rpmi_trisulf__1,-1.3642963389,-1.0229453725,-1.138543574
abx_media__rpmi_trisulf__2,-1.1408388366,-0.8243636585,-1.125744815
abx_media__camhb_trisulf__1,-1.029474026,-0.08525503050000001,-0.616348749
abx_media__camhb_trisulf__2,-1.1215190644,-0.4078143595,-0.651084973
abx_media__m9_cef__1,-0.15141061220000002,-0.6277650095,-0.424559634
abx_media__m9_cef__2,0.0027962502,-0.8111824195,-0.35219075800000005
abx_media__rpmi_cef__1,-0.860899088,-0.8398105325,0.17718560300000002
abx_media__rpmi_cef__2,-1.5380269337999999,-0.6417989855,0.253641923
abx_media__camhb_cef__1,-0.7824976929,-0.9429694235,-0.8382274850000001
abx_media__camhb_cef__2,-0.7253110445000001,-0.9006748085,-0.903455694
abx_media__m9_cipro__1,0.2504586682,-0.7452249465,-0.296102011
abx_media__m9_cipro__2,0.1751346469,-0.7964938685,-0.23094071100000002
abx_media__rpmi_cipro__1,-1.0020644431,-0.6228418235000001,-0.708797459
abx_media__rpmi_cipro__2,-0.7497816572,-0.6147147845,-0.968107711
abx_media__camhb_cipro__1,-1.4121790275000001,-1.2148410125,-1.356589447
abx_media__camhb_cipro__2,-1.6210896689,-1.1155116825,-1.123683673
hot_tale__42c_ale3_30c__1,-1.5002744225,-0.5821377745,0.062207968
hot_tale__42c_ale3_30c__2,-0.3429333993,-0.6199900615,0.01735881
hot_tale__42c_ale3_37c__1,-0.3709358513,0.0078677055,0.43556652300000004
hot_tale__42c_ale3_37c__2,-0.7586143021,-0.1281561785,0.40063680300000004
hot_tale__42c_ale3_44c__1,1.6432957856,0.9846428785,0.37188534300000003
hot_tale__42c_ale3_44c__2,1.7706972396,1.1665648945,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,0.9093298632000001,0.0866124645,0.739618883
hot_tale__hot_ale3_mid_30c__2,0.1772817093,0.0439865495,0.562500333
hot_tale__hot_ale3_mid_37c__1,-0.7104542038,0.0643471335,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,-0.5615276128000001,-0.23019801450000002,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,0.2088767501,0.5029171225,-0.071245341
hot_tale__hot_ale3_mid_44c__2,0.4277653098,0.4695660795,-0.002275453
hot_tale__hot_ale3_30c__1,0.6784387470000001,0.037299175500000004,0.515020333
hot_tale__hot_ale3_30c__2,-0.2396718474,-0.1541546215,0.5286701730000001
hot_tale__hot_ale3_37c__1,-0.1248805781,-0.0717919135,0.349377103
hot_tale__hot_ale3_37c__2,-0.1880861094,-0.057692744500000004,0.396319383
hot_tale__hot_ale3_44c__1,1.0237849558,0.4488329535,0.286434483
hot_tale__hot_ale3_44c__2,1.075518307,0.6797499035,0.302318703
hot_tale__hot_ale4_30c__1,-0.5380667976,-0.7048453465000001,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-0.8624271205,-0.4656473025,0.027680622000000002
hot_tale__hot_ale4_37c__1,-0.13197253280000001,-0.31654617150000003,-0.154360834
hot_tale__hot_ale4_37c__2,-0.17723834530000002,-0.6183119585,-0.04945323
hot_tale__hot_ale4_44c__1,0.2774296865,0.5307423515,0.164713793
hot_tale__hot_ale4_44c__2,0.6631993098,0.7254661315,0.075804102
hot_tale__hot_ale8_30c__1,-0.4227587472,-0.49252031150000003,-0.056768665
hot_tale__hot_ale8_30c__2,-1.3400068734000001,-0.6884753635,-0.10699186200000001
hot_tale__hot_ale8_37c__1,-1.540508663,-0.4349000295,-0.007091699000000001
hot_tale__hot_ale8_37c__2,-1.0729783659,-0.40738696150000003,-0.044047578000000004
