,0
name,ErbR-1
TF,LldR/ErbR
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=LldR&e1=1&assembly=complete"" target=""_blank"">LldR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=ErbR&e1=1&assembly=complete"" target=""_blank"">ErbR</a>"
function,Pyrroloquinoline quinone biosynthesis
category,Amino Acid and Nucleotide Biosynthesis
has_venn,True
scatter,2
exp_var,0.004417213341540771
precision,0.16666667000000002
recall,0.46666667
